"DAX" "Dow Jones" "Nikkei" "VIX"
7527.640137 12807.360352 10004.200195 382.079987
7500.700195 12807.509766 10004.200195 389.920013
7373.930176 12723.580078 10004.200195 394.399994
7376.959961 12584.169922 10004.200195 405.600006
7492.25 12638.740234 9859.200195 397.440002
7410.52002 12684.679688 9794.379883 383.839996
7501.52002 12760.360352 9818.759766 370.559998
7495.049805 12630.030273 9864.259766 376.959991
7443.950195 12695.919922 9716.650391 373.279999
7403.310059 12595.75 9648.769531 378.079987
7387.540039 12548.370117 9558.299805 386.720001
7256.649902 12479.580078 9567.019531 379.040009
7303.529785 12560.179688 9662.080078 368.799988
7358.22998 12605.320312 9620.820312 360.640015
7266.819824 12512.040039 9607.080078 364.160004
7121.52002 12381.259766 9460.629883 376.160004
7150.660156 12356.209961 9477.169922 375.519989
7170.939941 12394.660156 9422.879883 364.799988
7114.089844 12402.759766 9562.049805 356.640015
7163.470215 12441.580078 9521.94043 351.040009
7160.299805 12441.580078 9504.969727 351.040009
7293.689941 12569.790039 9693.730469 340.640015
7217.430176 12290.139648 9719.610352 362.079987
7074.120117 12248.549805 9555.040039 357.600006
7109.029785 12151.259766 9492.209961 357.920013
7084.569824 12089.959961 9380.349609 364
7103.25 12070.80957 9442.950195 359.679993
7060.22998 12048.94043 9449.459961 365.279999
7159.660156 12124.360352 9467.150391 353.76001
7069.899902 11951.910156 9514.44043 365.76001
7085.140137 11952.969727 9448.209961 371.839996
7204.790039 12076.110352 9547.790039 360.320007
7115.080078 11897.269531 9574.320312 390.880005
7110.200195 11961.519531 9411.280273 411.839996
7164.049805 12004.360352 9351.400391 403.839996
7150.209961 12080.379883 9354.320312 385.920013
7285.509766 12190.009766 9459.660156 373.119995
7278.189941 12109.669922 9629.429688 376.799988
7149.439941 12050 9596.740234 376.799988
7121.379883 11934.580078 9678.709961 392.480011
7107.899902 12043.55957 9578.30957 386.720001
7170.430176 12188.69043 9648.980469 371.040009
7294.140137 12261.419922 9797.259766 352.480011
7376.240234 12414.339844 9816.089844 338.23999
7419.439941 12582.769531 9868.070312 324.640015
7442.959961 12582.769531 9965.089844 324.640015
7439.439941 12569.870117 9972.459961 325.76001
7431.189941 12626.019531 10082.480469 330.880005
7471.439941 12719.490234 10071.139648 321.76001
7402.72998 12657.200195 10137.730469 325.600006
7230.25 12505.759766 10069.530273 352.320007
7174.140137 12446.879883 9925.919922 361.119995
7267.870117 12491.610352 9963.139648 361.119995
7214.740234 12437.120117 9936.120117 374.079987
7220.120117 12479.730469 9974.469727 370.559998
7107.919922 12385.160156 9974.469727 378.23999
7192.669922 12587.419922 9889.719727 360.320007
7221.359863 12571.910156 10005.900391 352.640015
7290.140137 12724.410156 10010.389648 334.079987
7326.390137 12681.160156 10132.110352 331.679993
7344.540039 12592.799805 10050.009766 344.320007
7349.450195 12501.299805 10097.719727 352
7252.680176 12302.549805 10047.19043 372.799988
7190.060059 12240.110352 9901.349609 381.440002
7158.77002 12143.240234 9833.030273 374.559998
6953.97998 12132.490234 9965.009766 358.559998
6796.75 11866.620117 9844.589844 383.519989
6640.589844 11896.44043 9637.139648 385.279999
6414.759766 11383.679688 9659.179688 462.23999
6236.160156 11444.610352 9299.879883 484.959991
5923.27002 10809.849609 9097.55957 556.47998
5917.080078 11239.769531 8944.480469 500.160004
5613.419922 10719.94043 9038.740234 562.719971
5797.660156 11143.30957 8981.94043 540.47998
5997.740234 11269.019531 8963.719727 546.080017
6022.240234 11482.900391 9086.410156 514.880005
5994.899902 11405.929688 9107.429688 525.919983
5948.939941 11410.209961 9057.259766 536.47998
5602.799805 10990.580078 8943.759766 647.52002
5480 10817.650391 8719.240234 680.799988
5473.779785 10854.650391 8628.129883 701.76001
5532.379883 11176.759766 8733.009766 668.320007
5681.080078 11320.709961 8639.610352 654.400024
5584.140137 11149.820312 8772.360352 667.679993
5537.47998 11284.540039 8797.780273 657.119995
5670.069824 11539.25 8851.349609 616
5643.919922 11559.950195 8953.900391 622.400024
5784.850098 11613.530273 8955.200195 623.359985
5730.629883 11493.570312 9060.799805 631.840027
5538.330078 11240.259766 8950.740234 663.679993
5246.200195 11240.259766 8784.459961 663.679993
5193.970215 11139.299805 8590.570312 683.52002
5405.529785 11414.860352 8763.410156 659.039978
5408.459961 11295.80957 8793.120117 669.76001
5189.930176 10992.129883 8737.660156 733.280029
5072.330078 11061.120117 8535.669922 740
5166.359863 11105.849609 8616.549805 733.599976
5340.189941 11246.730469 8518.570312 713.599976
5508.240234 11433.179688 8668.860352 678.080017
5573.509766 11509.089844 8864.160156 664.799988
5415.910156 11401.009766 8864.160156 687.039978
5571.680176 11408.660156 8721.240234 686.080017
5433.799805 11124.839844 8741.160156 723.359985
5164.209961 10733.830078 8560.259766 797.440002
5196.560059 10771.480469 8560.259766 805.440002
5345.560059 11043.860352 8374.129883 777.599976
5628.439941 11190.69043 8609.950195 762.23999
5578.419922 11010.900391 8615.650391 811.679993
5639.580078 11153.980469 8701.230469 797.76001
5502.02002 10913.379883 8700.290039 853.919983
5376.700195 10655.299805 8545.480469 909.440002
5216.709961 10808.709961 8456.120117 845.599976
5473.029785 10939.950195 8382.980469 804.159973
5645.25 11123.330078 8522.019531 790.080017
5675.700195 11103.120117 8605.620117 803.52002
5847.290039 11433.179688 8605.620117 745.76001
5865.009766 11416.299805 8773.679688 736.640015
5994.470215 11518.849609 8738.900391 687.52002
5914.839844 11478.129883 8823.25 686.080017
5967.200195 11644.490234 8747.959961 647.359985
5859.430176 11397 8879.599609 714.559998
5877.410156 11577.049805 8741.910156 688
5913.529785 11504.620117 8772.540039 733.919983
5766.47998 11541.780273 8682.150391 741.119995
5970.959961 11808.790039 8678.889648 700.640015
6055.27002 11913.620117 8843.980469 658.719971
6046.75 11706.620117 8762.30957 700.799988
6016.069824 11869.040039 8748.469727 672.47998
6337.839844 12208.549805 8926.540039 583.200012
6346.189941 12231.110352 9050.469727 580.159973
6141.339844 11955.009766 8988.389648 641.76001
5834.509766 11657.959961 8835.519531 734.719971
5965.629883 11836.040039 8640.419922 712
6133.180176 12044.469727 8640.419922 676.960022
5966.160156 11983.240234 8801.400391 692
5928.680176 12068.389648 8767.089844 685.119995
5961.439941 12170.179688 8655.509766 653.119995
5829.540039 11780.94043 8755.44043 776.320007
5867.810059 11893.860352 8500.799805 727.679993
6057.029785 12153.679688 8514.469727 696.640015
5985.02002 12078.980469 8603.700195 713.919983
5933.140137 12096.160156 8541.929688 706.080017
5913.359863 11905.589844 8463.160156 740.640015
5850.169922 11770.730469 8479.629883 775.039978
5800.240234 11796.160156 8374.910156 750.23999
5606 11547.30957 8348.269531 760.640015
5537.390137 11493.719727 8314.740234 742.719971
5457.77002 11257.549805 8314.740234 777.599976
5428.149902 11257.549805 8165.180176 777.599976
5492.870117 11231.650391 8160.009766 787.200012
5745.330078 11523.009766 8287.490234 749.119995
5799.910156 11555.629883 8477.820312 734.080017
6088.839844 12045.679688 8434.610352 668.960022
6035.879883 12020.030273 8597.379883 653.119995
6080.680176 12019.419922 8643.75 652.640015
6106.089844 12097.830078 8695.980469 651.039978
6028.819824 12150.129883 8575.160156 648.640015
5994.72998 12196.370117 8722.169922 667.679993
5874.439941 11997.700195 8664.580078 699.359985
5986.709961 12184.259766 8536.459961 649.76001
5785.430176 12021.389648 8653.820312 653.119995
5774.259766 11954.94043 8552.80957 649.76001
5675.140137 11823.480469 8519.129883 652.320007
5730.620117 11868.80957 8377.370117 626.23999
5701.779785 11866.389648 8401.719727 624
5670.709961 11766.259766 8296.120117 617.440002
5847.029785 12103.580078 8336.480469 579.52002
5791.529785 12107.740234 8459.980469 540.159973
5852.180176 12169.650391 8395.160156 541.280029
5878.930176 12294 8395.160156 555.039978
5878.930176 12294 8479.339844 555.039978
5889.759766 12291.349609 8440.55957 550.23999
5771.27002 12151.410156 8423.620117 574.080017
5848.779785 12287.040039 8398.889648 559.679993
5898.350098 12217.55957 8455.349609 568.47998
6166.569824 12397.379883 8455.349609 538.719971
6111.549805 12418.419922 8560.110352 528.159973
6095.990234 12415.700195 8488.709961 516
6057.919922 12359.919922 8390.349609 508.160004
6017.22998 12392.69043 8390.349609 500.799988
6162.97998 12462.469727 8422.259766 490.23999
6152.339844 12449.450195 8447.879883 498.559998
6179.209961 12471.019531 8385.589844 490.559998
6143.080078 12422.05957 8500.019531 503.839996
6220.009766 12422.05957 8378.360352 503.839996
6332.930176 12482.070312 8466.400391 499.519989
6354.569824 12578.950195 8550.580078 482.399994
6416.259766 12623.980469 8639.679688 468.959991
6404.390137 12720.480469 8766.360352 454.720001
6436.620117 12708.820312 8765.900391 443.519989
6419.220215 12675.75 8785.330078 445.119995
6421.850098 12758.849609 8883.69043 426.399994
6539.850098 12734.629883 8849.469727 426.23999
6511.97998 12660.459961 8841.219727 417.119995
6444.450195 12653.719727 8793.049805 429.76001
6458.910156 12632.910156 8802.509766 429.76001
6616.640137 12716.459961 8809.790039 418.079987
6655.629883 12705.410156 8876.820312 405.279999
6766.669922 12862.230469 8831.929688 383.839996
6764.830078 12845.129883 8929.200195 379.519989
6754.200195 12878.200195 8917.519531 383.200012
6748.759766 12883.950195 9015.589844 391.679993
6788.799805 12890.459961 9002.240234 410.720001
6692.959961 12801.230469 8947.169922 445.920013
6738.470215 12874.040039 8999.179688 412.160004
6728.189941 12878.280273 9052.070312 424.320007
6757.939941 12780.950195 9260.339844 448.320007
6751.959961 12904.080078 9238.099609 431.040009
6848.029785 12949.870117 9384.169922 425.600006
6948.299805 12949.870117 9485.089844 425.600006
6908.180176 12965.69043 9463.019531 424.959991
6843.870117 12938.669922 9554 412.959991
6809.459961 12984.69043 9595.570312 386.079987
6864.430176 12982.950195 9647.379883 400.799988
6849.600098 12981.509766 9633.929688 404.959991
6887.629883 13005.120117 9722.519531 399.359985
6856.080078 12952.070312 9723.240234 392.320007
6941.77002 12980.299805 9707.370117 386.23999
6921.370117 12977.570312 9777.030273 388.480011
6866.459961 12962.80957 9698.589844 387.040009
6633.109863 12759.150391 9637.629883 416.480011
6671.109863 12837.330078 9576.05957 395.679993
6834.540039 12907.94043 9768.959961 380.799988
6880.209961 12922.019531 9929.740234 373.440002
6901.350098 12959.709961 9889.860352 356.320007
6995.910156 13177.679688 9899.080078 340
7079.419922 13194.099609 10050.519531 351.040009
7144.450195 13252.759766 10123.280273 345.920013
7157.819824 13232.620117 10129.830078 344.959991
7154.220215 13239.129883 10141.990234 324.160004
7054.939941 13170.19043 10141.990234 309.119995
7071.319824 13124.620117 10086.490234 293.76001
6981.259766 13046.139648 10127.080078 297.279999
6995.620117 13080.730469 10011.469727 276.799988
7079.22998 13241.629883 10018.240234 250.720001
7078.899902 13197.730469 10255.150391 275.200012
6998.799805 13126.209961 10182.570312 277.279999
6875.149902 13145.820312 10114.790039 275.839996
6946.830078 13212.040039 10083.55957 268.480011
7056.649902 13264.490234 10109.870117 268.640015
6982.279785 13199.549805 10050.389648 273.600006
6784.060059 13074.75 9819.990234 279.679993
6775.259766 13060.139648 9767.610352 285.76001
6775.259766 13060.139648 9688.450195 285.76001
6775.259766 12929.589844 9546.259766 303.679993
6606.430176 12715.929688 9538.019531 328
6674.72998 12805.389648 9458.740234 320.640015
6743.240234 12986.580078 9524.790039 292.959991
6583.899902 12849.589844 9637.990234 308.640015
6625.189941 12921.410156 9470.639648 303.839996
6801 13115.540039 9464.709961 287.839996
6732.029785 13032.75 9667.259766 292
6671.220215 12964.099609 9588.379883 294.079987
6750.120117 13029.259766 9561.360352 284.320007
6523 12927.169922 9542.169922 293.76001
6590.410156 13001.55957 9468.040039 286.559998
6704.5 13090.719727 9561.009766 269.119995
6739.899902 13204.620117 9561.830078 259.679993
6801.319824 13228.30957 9520.889648 259.040009
6761.189941 13213.629883 9520.889648 264.799988
6761.189941 13279.320312 9350.950195 256.160004
6710.77002 13268.570312 9380.25 259.040009
6694.439941 13206.589844 9380.25 264.640015
6561.470215 13038.269531 9380.25 275.679993
6569.47998 13008.530273 9119.139648 271.359985
6444.740234 12932.089844 9181.650391 273.920013
6475.310059 12835.05957 9045.05957 284
6518 12855.040039 9009.650391 275.359985
6579.930176 12820.599609 8953.30957 279.679993
6451.970215 12695.349609 8973.839844 295.200012
6401.060059 12632 8900.740234 310.880005
6384.259766 12598.549805 8801.169922 321.119995
6308.959961 12442.490234 8876.589844 336
6271.220215 12369.379883 8611.30957 357.76001
6331.040039 12504.480469 8633.889648 318.399994
6435.600098 12502.80957 8729.290039 329.76001
6285.75 12496.150391 8556.599609 324.320007
6315.890137 12529.75 8563.379883 326.720001
6339.939941 12454.830078 8580.389648 323.359985
6323.189941 12454.830078 8593.150391 323.359985
6396.839844 12580.69043 8657.080078 307.519989
6280.799805 12419.860352 8633.19043 328.799988
6264.379883 12393.450195 8542.730469 333.119995
6050.290039 12118.570312 8440.25 361.279999
5978.22998 12101.459961 8295.629883 346.720001
5969.399902 12127.950195 8382 338.720001
6093.990234 12414.790039 8533.530273 314.399994
6144.220215 12460.959961 8639.719727 311.359985
6130.819824 12554.200195 8459.259766 294.399994
6141.049805 12411.230469 8624.900391 319.200012
6161.240234 12573.799805 8536.719727 313.600006
6152.490234 12496.379883 8587.839844 329.76001
6138.609863 12651.910156 8568.889648 309.279999
6229.410156 12767.169922 8569.320312 295.839996
6248.200195 12741.820312 8721.019531 271.519989
6363.359863 12837.330078 8655.870117 266.079987
6392.129883 12824.389648 8752.30957 254.880005
6343.129883 12573.570312 8824.070312 283.200012
6263.25 12640.780273 8798.349609 254.240005
6132.390137 12502.660156 8734.620117 274.23999
6136.689941 12534.669922 8663.990234 266.720001
6228.990234 12627.009766 8730.490234 268.959991
6149.910156 12602.259766 8874.110352 260.160004
6416.279785 12880.089844 9006.780273 243.360001
6496.080078 12871.389648 9003.480469 227.520004
6578.209961 12943.660156 9066.589844 222.399994
6564.799805 12943.660156 9104.169922 222.399994
6535.560059 12896.669922 9079.799805 230.399994
6410.109863 12772.469727 9020.75 228.160004
6387.569824 12736.290039 8896.879883 226.240005
6438.330078 12653.120117 8857.730469 232.479996
6453.850098 12604.530273 8851 224.960007
6419.350098 12573.269531 8720.009766 226.240005
6557.100098 12777.089844 8724.120117 213.600006
6565.720215 12727.209961 8724.120117 210.880005
6577.640137 12805.540039 8755 203.199997
6684.419922 12908.700195 8726.740234 205.600006
6758.390137 12943.360352 8795.549805 200.800003
6630.02002 12822.570312 8669.870117 211.199997
6419.330078 12721.459961 8508.320312 224.960007
6390.410156 12617.320312 8488.089844 234.559998
6406.52002 12676.049805 8365.900391 231.199997
6582.959961 12887.929688 8443.099609 213.600006
6689.399902 13075.660156 8566.639648 207.839996
6774.060059 13073.009766 8635.44043 212.160004
6772.259766 13008.679688 8695.05957 218.240005
6754.459961 12976.129883 8641.849609 213.440002
6606.089844 12878.879883 8653.179688 208.479996
6865.660156 13096.169922 8555.110352 194.559998
6918.720215 13117.509766 8726.290039 189.759995
6967.950195 13168.599609 8803.30957 195.520004
6966.149902 13175.639648 8881.160156 187.360001
6964.990234 13165.19043 8978.599609 186.080002
6944.560059 13207.950195 8891.44043 182.720001
6909.680176 13169.429688 8885.150391 178.080002
6974.390137 13172.139648 8929.879883 188
6946.799805 13164.780273 8925.040039 188
6996.290039 13250.110352 9092.759766 184.160004
7040.879883 13275.200195 9162.5 179.199997
7033.680176 13271.639648 9171.160156 179.199997
7089.319824 13203.580078 9156.919922 184
7017.75 13172.759766 9131.740234 185.600006
6949.569824 13057.459961 9178.120117 188.960007
6971.069824 13157.969727 9070.759766 181.279999
7047.450195 13124.669922 9085.389648 183.039993
7002.680176 13102.990234 9033.290039 186.240005
7010.569824 13107.480469 9069.80957 186.559998
6895.490234 13000.709961 8983.780273 190.720001
6970.790039 13090.839844 8839.910156 184.160004
7014.830078 13090.839844 8783.889648 184.160004
6932.580078 13035.94043 8775.509766 182.880005
6964.689941 13047.480469 8679.820312 177.919998
7167.330078 13292 8680.570312 159.679993
7214.5 13306.639648 8871.650391 150.559998
7213.700195 13254.290039 8869.370117 158.880005
7310.109863 13323.360352 8807.379883 157.759995
7343.529785 13333.349609 8959.959961 153.279999
7310.319824 13539.860352 8995.150391 141.919998
7412.129883 13593.370117 9159.389648 146.880005
7403.689941 13553.099609 9159.389648 145.119995
7347.689941 13564.639648 9123.769531 141.759995
7390.759766 13577.959961 9232.209961 141.600006
7389.490234 13596.929688 9086.980469 140
7451.620117 13579.469727 9110 139.199997
7413.160156 13558.919922 9069.290039 137.119995
7425.109863 13457.549805 9091.540039 148
7276.509766 13413.509766 8906.700195 153.119995
7290.02002 13485.969727 8949.870117 139.679993
7216.149902 13437.129883 8870.160156 144
7326.72998 13515.110352 8796.509766 145.440002
7305.859863 13482.360352 8786.049805 142.080002
7322.080078 13494.610352 8746.870117 142.080002
7305.209961 13575.360352 8824.589844 138.399994
7397.870117 13610.150391 8863.299805 136.479996
7291.209961 13583.650391 8863.299805 138.080002
7234.529785 13473.530273 8769.589844 143.919998
7205.22998 13344.969727 8596.230469 142.199997
7281.700195 13326.389648 8546.780273 140.039993
7232.490234 13328.849609 8534.120117 141.520004
7261.25 13424.230469 8577.929688 136.880005
7376.27002 13551.780273 8701.30957 133.559998
7394.549805 13557 8806.549805 131.919998
7437.22998 13548.94043 8982.860352 131.520004
7380.640137 13343.509766 9002.679688 139.960007
7328.049805 13345.889648 9010.709961 138.199997
7173.689941 13102.530273 9014.25 149.039993
7192.850098 13077.339844 8954.299805 149.880005
7200.22998 13103.679688 9055.200195 145.919998
7231.850098 13107.209961 8933.05957 145.199997
7203.160156 13107.209961 8929.339844 145.199997
7284.399902 13107.209961 8841.980469 145.199997
7260.629883 13096.459961 8928.290039 148.039993
7335.669922 13232.620117 8946.870117 136.199997
7363.850098 13093.160156 9051.219727 139.720001
7326.470215 13112.44043 9007.44043 142.240005
7377.759766 13245.679688 8975.150391 137.320007
7232.830078 12932.730469 8972.889648 147.800003
7204.959961 12811.320312 8837.150391 148.759995
7163.5 12815.389648 8757.599609 148.720001
7168.759766 12815.080078 8676.44043 139.160004
7169.120117 12756.179688 8661.049805 139.399994
7101.919922 12570.950195 8664.730469 144
7043.419922 12542.379883 8829.719727 145.279999
6950.529785 12588.30957 9024.160156 138.720001
7123.839844 12795.959961 9153.200195 126.800003
7172.990234 12788.509766 9142.639648 124.639999
7184.709961 12836.889648 9222.519531 125.360001
7244.990234 12836.889648 9366.799805 125.360001
7309.129883 13009.530273 9366.799805 120
7292.029785 12967.370117 9388.94043 118.959999
7332.330078 12878.129883 9423.299805 121.440002
7343.410156 12985.110352 9308.349609 117.760002
7400.959961 13021.820312 9400.879883 116.400002
7405.5 13025.580078 9446.009766 118.480003
7435.209961 12965.599609 9458.179688 120.959999
7435.120117 12951.780273 9432.459961 122.68
7454.549805 13034.490234 9468.839844 120.639999
7534.540039 13074.040039 9545.160156 122.160004
7517.799805 13155.129883 9527.389648 117.760002
7530.919922 13169.879883 9533.75 119.519997
7589.75 13248.44043 9525.320312 115.440002
7614.790039 13245.450195 9581.459961 118.279999
7581.97998 13170.719727 9742.730469 120.519997
7596.470215 13135.009766 9737.55957 121.32
7604.939941 13235.389648 9828.879883 117.160004
7653.580078 13350.959961 9923.009766 112.599998
7668.5 13251.969727 10160.400391 119.160004
7672.100098 13311.719727 10039.330078 121.839996
7636.22998 13190.839844 9940.05957 130.160004
7636.22998 13138.929688 9940.05957 127.839996
7636.22998 13138.929688 10080.120117 127.839996
7636.22998 13114.589844 10230.360352 134.960007
7655.879883 13096.30957 10322.980469 134.839996
7612.390137 12938.110352 10395.179688 141.720001
7612.390137 13104.139648 10395.179688 127.239998
7778.779785 13412.549805 10395.179688 112.199997
7756.439941 13391.360352 10395.179688 112.519997
7776.370117 13435.209961 10688.110352 110.199997
7732.660156 13384.290039 10599.009766 110.080002
7695.830078 13328.849609 10508.05957 108.720001
7720.470215 13390.509766 10578.570312 108.959999
7708.470215 13471.219727 10652.639648 106.279999
7715.529785 13488.429688 10801.570312 105.839996
7729.52002 13507.320312 10801.570312 104.120003
7675.910156 13534.889648 10879.080078 104.160004
7691.129883 13511.230469 10600.44043 101.959999
7735.459961 13596.019531 10609.639648 102.519997
7702.22998 13649.700195 10913.299805 95.919998
7748.859863 13649.700195 10747.740234 95.919998
7696.209961 13712.209961 10709.929688 93.199997
7707.540039 13779.330078 10486.990234 90.68
7748.129883 13825.330078 10620.870117 91.199997
7857.970215 13895.980469 10926.650391 91.800003
7833 13881.929688 10824.30957 94.279999
7848.569824 13954.419922 10866.719727 91.440002
7811.310059 13910.419922 11113.950195 97.080002
7776.049805 13860.580078 11138.660156 97.360001
7833.390137 14009.790039 11191.339844 92.360001
7638.22998 13880.080078 11260.349609 98.720001
7664.660156 13979.299805 11046.919922 94.68
7581.180176 13986.519531 11463.75 94.199997
7590.850098 13944.049805 11357.070312 93.839996
7652.140137 13992.969727 11153.160156 91.959999
7633.740234 13971.240234 11153.160156 90.400002
7660.189941 14018.700195 11369.120117 89.480003
7711.890137 13982.910156 11251.410156 89.959999
7631.189941 13973.389648 11307.280273 88.639999
7593.509766 13981.759766 11173.830078 87.879997
7628.72998 13981.759766 11407.870117 87.879997
7752.450195 14035.669922 11372.339844 84.080002
7728.899902 13927.540039 11468.280273 91.32
7583.569824 13880.620117 11309.129883 93.080002
7661.910156 14000.570312 11385.94043 89.919998
7773.189941 13784.169922 11662.519531 102.239998
7597.109863 13900.129883 11398.80957 99.720001
7675.830078 14075.370117 11253.969727 93.080002
7741.700195 14054.490234 11559.360352 95.879997
7708.160156 14089.660156 11606.379883 97.32
7691.680176 14127.820312 11652.290039 92.239998
7870.310059 14253.769531 11683.450195 89.120003
7919.330078 14296.240234 11932.269531 89.559998
7939.77002 14329.490234 11968.080078 87.720001
7986.470215 14397.070312 12283.620117 86.519997
7984.290039 14447.290039 12349.049805 82.919998
7966.120117 14450.05957 12314.80957 84.199997
7970.910156 14455.280273 12239.660156 83.720001
8058.370117 14539.139648 12381.19043 82.120003
8042.850098 14514.110352 12560.950195 82.040001
8010.700195 14452.05957 12220.629883 86.32
7947.790039 14455.820312 12468.230469 86.32
8001.970215 14511.730469 12468.230469 81.760002
7932.509766 14421.490234 12635.69043 84.080002
7911.350098 14512.030273 12338.530273 83.800003
7870.899902 14447.75 12546.459961 82.720001
7879.669922 14559.650391 12471.620117 80.559998
7789.089844 14526.160156 12493.790039 81.360001
7795.310059 14578.540039 12335.959961 81
7795.310059 14578.540039 12397.910156 81
7795.310059 14572.849609 12135.019531 81.279999
7943.870117 14662.009766 12003.429688 78.760002
7874.75 14550.349609 12362.200195 81.559998
7817.390137 14606.110352 12634.540039 80.120003
7658.75 14565.25 12833.639648 80.440002
7662.640137 14613.480469 13192.589844 78.199997
7637.509766 14673.459961 13192.349609 77.160004
7810.629883 14802.240234 13288.129883 75.160004
7871.629883 14865.139648 13549.160156 74.800003
7744.77002 14865.05957 13485.139648 73.400002
7712.629883 14599.200195 13275.660156 82.080002
7682.580078 14756.780273 13221.44043 75.599998
7503.029785 14618.589844 13382.889648 84.279999
7473.72998 14537.139648 13220.070312 88.160004
7459.959961 14547.509766 13316.480469 81.760002
7478.109863 14567.169922 13568.370117 79.959999
7658.209961 14719.459961 13529.650391 75.919998
7759.029785 14676.299805 13843.459961 76.160004
7832.859863 14700.799805 13926.080078 77
7814.759766 14712.549805 13884.129883 76.959999
7873.5 14818.75 13884.129883 76.599998
7913.709961 14839.799805 13860.860352 75.879997
7913.709961 14700.950195 13799.349609 79.080002
7961.709961 14831.580078 13694.040039 76.440002
8122.290039 14973.959961 13694.040039 74.760002
8112.080078 14968.889648 13694.040039 73.519997
8181.779785 15056.200195 14180.240234 72.760002
8249.709961 15105.120117 14285.69043 73.239998
8262.549805 15082.620117 14191.480469 74.559998
8278.589844 15118.490234 14607.540039 73.839996
8279.290039 15091.679688 14782.209961 73.519997
8339.110352 15215.25 14758.419922 72.800003
8362.419922 15275.69043 15096.030273 73.400002
8369.870117 15233.219727 15037.240234 74.040001
8398 15354.400391 15138.120117 72.120003
8455.830078 15335.280273 15360.80957 73.080002
8472.200195 15387.580078 15381.019531 73.720001
8530.889648 15307.169922 15627.259766 74.519997
8351.980469 15294.5 14483.980469 75.120003
8305.320312 15303.099609 14612.450195 74.919998
8383.299805 15303.099609 14142.650391 74.919998
8480.870117 15409.389648 14311.980469 73.080002
8336.580078 15302.799805 14326.459961 74.199997
8400.200195 15324.530273 13589.030273 74.160004
8348.839844 15115.570312 13774.540039 76.559998
8285.799805 15254.030273 13261.820312 76.440002
8295.959961 15177.540039 13533.759766 77.360001
8196.179688 14960.589844 13014.870117 80.639999
8098.810059 15040.620117 12904.019531 79.760002
8254.679688 15248.120117 12877.530273 76.160004
8307.69043 15238.589844 13514.200195 75.120003
8222.459961 15122.019531 13317.620117 80.080002
8143.27002 14995.230469 13289.320312 84.800003
8095.390137 15176.080078 12445.379883 80.879997
8127.959961 15070.179688 12686.519531 83.160004
8215.730469 15179.849609 13033.120117 81.519997
8229.509766 15318.230469 13007.280273 80.32
8197.080078 15112.19043 13245.219727 80.239998
7928.47998 14758.320312 13014.580078 89.639999
7789.240234 14799.400391 13230.129883 86.239998
7692.450195 14659.55957 13062.780273 91.239998
7811.299805 14760.30957 12969.339844 88.68
7940.990234 14910.139648 12834.009766 86.720001
7990.75 15024.490234 13213.549805 83.239998
7959.220215 14909.599609 13677.320312 82.839996
7983.919922 14974.959961 13852.5 80.239998
7910.77002 14932.410156 14098.740234 81.199997
7829.319824 14988.370117 14055.55957 80.480003
7994.310059 14988.370117 14018.929688 80.480003
7806 15135.839844 14309.969727 76.239998
7968.540039 15224.69043 14109.339844 72.839996
8057.75 15300.339844 14472.900391 71.360001
8066.47998 15291.660156 14416.599609 70.639999
8158.799805 15460.919922 14472.580078 68.720001
8212.769531 15464.299805 14506.25 69.400002
8234.80957 15484.259766 14506.25 67.879997
8201.049805 15451.849609 14599.120117 69.639999
8254.719727 15470.519531 14615.040039 67.239998
8337.089844 15548.540039 14808.5 66.120003
8331.570312 15543.740234 14589.910156 64.68
8331.05957 15545.549805 14658.040039 63.32
8314.230469 15567.740234 14778.509766 63
8379.110352 15542.240234 14731.280273 63.84
8298.980469 15555.610352 14562.929688 62.240002
8244.910156 15558.830078 14129.980469 62.040001
8259.030273 15521.969727 13661.129883 62.84
8271.019531 15520.589844 13869.820312 61.599998
8275.969727 15499.540039 13668.320312 60.240002
8410.730469 15628.019531 14005.769531 58.400002
8406.94043 15658.360352 14466.160156 57
8398.379883 15612.129883 14258.040039 56.200001
8299.730469 15518.740234 14401.05957 57.919998
8260.480469 15470.669922 13824.94043 58.560001
8318.320312 15498.320312 13605.55957 57.639999
8338.30957 15425.509766 13615.19043 58.400002
8359.25 15419.679688 13519.429688 58.080002
8415.759766 15451.009766 13867 57.560001
8438.120117 15337.660156 14050.160156 57.959999
8376.290039 15112.19043 13752.94043 61.040001
8391.94043 15081.469727 13650.110352 59.880001
8366.290039 15010.740234 13758.129883 61.560001
8300.030273 15002.990234 13396.379883 60.84
8285.410156 14897.549805 13424.330078 61.959999
8397.889648 14963.740234 13365.169922 60.48
8416.990234 15010.509766 13660.549805 59.200001
8435.150391 14946.459961 13636.280273 61.16
8242.55957 14776.129883 13542.370117 66.120003
8157.899902 14824.509766 13338.459961 65.919998
8194.549805 14840.950195 13459.709961 67.440002
8103.149902 14810.30957 13388.860352 68.160004
8243.870117 14810.30957 13572.919922 68.160004
8180.709961 14833.959961 13978.44043 65.639999
8195.919922 14930.870117 14053.870117 65.360001
8234.980469 14937.480469 14064.820312 64.040001
8275.669922 14922.5 13860.80957 64.480003
8276.320312 15063.120117 14205.230469 62.080002
8446.540039 15191.05957 14423.360352 59.799999
8495.730469 15326.599609 14425.070312 57.880001
