time value.DAX value.Dow.Jones value.Nikkei value.VXX value.mixed
2013-01-02 8.74591850249361 32.5 23.7540814975064 0 35.0002611111111
2013-01-03 8.72080113699636 32.3554899901144 23.7540814975064 0 35.0005236130694
2013-01-04 8.74320923953353 32.7135551420717 24.2590846493162 0 35.0007888948159
2013-01-07 8.69406480207429 32.7466578169799 23.8898037475499 0 35.0010555674932
2013-01-08 8.65265562614549 32.6284896428309 23.7611145872801 0 35.0013222422022
2013-01-09 8.68035928096649 32.6718838879021 23.9748349188612 0 35.0015889189431
2013-01-10 8.66686731629714 32.9593442380585 24.1870321263294 0 35.001852819812
2013-01-11 8.67480460538221 32.8857093755049 24.266330018605 0 35.0021236674826
2013-01-14 8.69053425174354 32.36908295 24.266330018605 0 35.0024000731417
2013-01-15 8.63025905249212 32.3744967352193 23.6328657760308 0 35.002680647936
2013-01-16 8.64737105407223 32.3590533788254 23.1768611913481 0 35.002959835984
2013-01-17 8.69721270791938 32.7115672214702 23.4636744245237 0 35.0032431932779
2013-01-18 8.65985123045143 32.7520090143446 23.8930860161397 0 35.0035334979536
2013-01-22 8.65308274014669 32.9291786352374 23.2829460559503 0 35.003823805037
2013-01-23 8.66582149115311 33.0729782858771 22.9481345502958 0 35.004114114528
2013-01-24 8.71145788625167 33.1983377580284 23.3968524954192 0 35.0044072045311
2013-01-25 8.83495470946954 33.3279457709502 23.8138968046654 0 35.0047044641796
2013-01-28 8.80687993792235 32.9727541631215 22.9719679901978 0 35.0050156171082
2013-01-29 8.82438556419869 33.1695726073633 23.0827243073742 0 35.0053295509784
2013-01-30 8.78249327811798 33.0551565331683 23.6562598470735 0 35.0056490440656
2013-01-31 8.74284910301794 32.7735490878954 23.4950886906601 0 35.0059713182949
2013-02-01 8.80731858080737 33.0213657626914 23.5240423947789 0 35.0062963737428
2013-02-04 8.5878940855482 32.5381601806001 23.0933550029488 0 35.0066200430704
2013-02-05 8.6176103356146 32.8888950656845 22.7653148287977 0 35.0069437153907
2013-02-06 8.52375125721806 33.0664447706771 23.7222049406169 0 35.0072673907036
2013-02-07 8.53462344438301 32.9076492835241 23.2421544858395 0 35.0075896798319
2013-02-08 8.60353369778063 33.1576876179134 22.9405601562309 0 35.0079050259771
2013-02-11 8.582846127681 33.4257171319431 22.9405601562309 0 35.0082203749628
2013-02-12 8.61258433704423 33.4941568740293 23.7210836301262 0 35.0085343375741
2013-02-13 8.67071243853013 33.32647480477 23.1756898457721 0 35.0088483030011
2013-02-14 8.57997875575996 33.202323413776 23.3723436776765 0 35.0091622712439
2013-02-15 8.53761378994036 33.3909279782504 23.2221950561322 0 35.0094748530498
2013-02-19 8.71631534432372 33.6276652767524 23.5518156576935 0 35.0097818805872
2013-02-20 8.68983703423131 33.3436178363422 23.8131770069092 0 35.0100889108172
2013-02-21 8.52643801108374 33.1592942050607 23.4545790416535 0 35.0103945544506
2013-02-22 8.61451842704454 33.8376572922797 23.946658759738 0 35.0106974221495
2013-02-25 8.73963367101401 33.4156664987053 24.5781191906082 0 35.0109933459015
2013-02-26 8.54166148840121 33.6534062448542 23.8905230618837 0 35.0112851041794
2013-02-27 8.63016901836322 34.4374880943018 24.3008804811913 0 35.0115768648886
2013-02-28 8.70422879264076 34.3522341013848 24.9852466703264 0 35.0118672386809
2013-03-01 8.66651870754102 34.3384598718965 24.8736282714669 0 35.0121534468019
2013-03-04 8.64798976521505 34.698556529726 24.8326586665699 0 35.012434099778
2013-03-05 8.84882877107565 35.0374949969049 24.9523078257039 0 35.0127119762391
2013-03-06 8.90394346811225 35.0717980693039 25.4879029328922 0 35.0129898549056
2013-03-07 8.92692471605456 35.1506709399739 25.5161216766123 0 35.0132677357774
2013-03-08 8.97943116447056 35.3354211270627 25.9734782351282 0 35.0135470082701
2013-03-11 8.97697992634015 35.5241148213326 25.6851710284425 0 35.0138262829903
2013-03-12 8.95655093086773 35.5254614041784 25.572987764004 0 35.014105559938
2013-03-13 8.96193651728047 35.4810118637432 25.3500348270666 0 35.0143876180106
2013-03-14 9.06027040926341 35.7499617481681 25.7788635382404 0 35.0146710678151
2013-03-15 9.0428207802621 35.7985247362008 26.176227950406 0 35.0149545199142
2013-03-18 9.00667366731216 35.342890171693 25.4731545762929 0 35.0152407532726
2013-03-19 8.93594186713752 35.7485029592624 26.3810182016946 0 35.0155283784645
2013-03-20 8.99685828550181 35.8839908768289 26.3810182016946 0 35.0158201745343
2013-03-21 8.91876179184968 35.7271533014678 26.6614793436415 0 35.0161133625524
2013-03-22 8.89497133409373 35.9069449908433 25.9522266106296 0 35.0164121111387
2013-03-25 8.84949194948536 35.5717448218747 26.5530313766254 0 35.0167094727336
2013-03-26 8.85935234948448 35.9108475843183 26.4075553293107 0 35.0170054473017
2013-03-27 8.75751041514086 36.1123531235089 26.7533574436955 0 35.0173000348079
2013-03-28 8.76450399189217 36.3754827119326 26.4459212442874 0 35.0175932352169
2013-04-02 8.93153457970997 36.5837512767776 25.9450906029337 0 35.0178850484939
2013-04-03 8.85382073166782 36.228818913797 26.8277493567553 0 35.0181768642026
2013-04-04 8.78932929458156 36.4215394297168 27.4210575010428 0 35.0184686823431
2013-04-05 8.6109653676194 36.2518058491558 27.3682482805211 0 35.0187605029155
2013-04-08 8.61533916686632 35.9714803356502 27.0283515395672 0 35.0190523259197
2013-04-09 8.58708432706133 36.0857884541292 26.6930121050661 0 35.0193455410007
2013-04-10 8.78172853557123 36.2630509663318 26.6645030196961 0 35.0196387585368
2013-04-11 8.85031268930713 36.3364151416608 27.0690684363633 0 35.0199319785279
