time value.DAX value.Dow.Jones value.Nikkei
2013-01-02 50.3978303171531 -0.706216467609936 50.3083861504568
2013-01-03 50.253093006374 -0.703076303034069 50.3083861504568
2013-01-04 50.3822183519939 -0.710856964781439 51.3779241821046
2013-01-07 50.0990264814778 -0.711576277216581 50.5958301151966
2013-01-08 49.8604085911512 -0.709008513815613 50.3232814178744
2013-01-09 50.0200492388929 -0.709951459368499 50.7759162617228
2013-01-10 49.9423026024639 -0.716197897308973 51.2253253055741
2013-01-11 49.9880407543085 -0.714597831077417 51.3932690328841
2013-01-14 50.0786818971503 -0.703371674483754 51.3932690328841
2013-01-15 49.7313496800322 -0.703489314615261 50.0516653286418
2013-01-16 49.8299565618337 -0.703153734535245 49.0859005721724
2013-01-17 50.1171660999284 -0.710813767788667 49.6933376936276
2013-01-18 49.9018728289825 -0.711692557330437 50.602781578914
2013-01-21 50.2039825423432 -0.711692557330437 49.2660693276848
2013-01-22 49.8628698099418 -0.715542406679197 49.3105759962121
2013-01-23 49.9362760978566 -0.718667135335147 48.6014841074833
2013-01-24 50.1992530848715 -0.721391163753734 49.5518166075329
2013-01-25 50.9108961146421 -0.724207511847877 50.4350680249203
2013-01-28 50.7491169290455 -0.716489291460015 48.651960565519
2013-01-29 50.8499920495282 -0.720766104581644 48.8865295836348
2013-01-30 50.6085902659544 -0.718279873327618 50.1012112544554
2013-01-31 50.3801430869433 -0.712160617473671 49.7598694612984
2013-02-01 50.7516445823369 -0.717545608756419 49.8211900443504
2013-02-04 49.487224101361 -0.707045678315991 48.9090441623639
2013-02-05 49.65846220838 -0.714667055288664 48.2142931674332
2013-02-06 49.1176049038664 -0.718525163765127 50.2408753046548
2013-02-07 49.1802552297024 -0.715074579518677 49.2241841876704
2013-02-08 49.5773464279402 -0.720507846881124 48.5854424204364
2013-02-11 49.458135547201 -0.72633205785384 48.5854424204364
2013-02-12 49.6295001933496 -0.72781923548154 50.2385004992487
2013-02-13 49.964459888493 -0.72417554813896 49.0834197982658
2013-02-14 49.4416124886461 -0.721477771006755 49.4999097776595
2013-02-15 49.1974869164539 -0.72557609867747 49.1819124333547
2013-02-18 49.4256746808547 -0.72557609867747 50.2200843637764
2013-02-19 50.2272438953985 -0.730720338022075 49.8800105900117
2013-02-20 50.0746642230929 -0.724548061714378 50.4335435768597
2013-02-21 49.1330871617206 -0.720542757598049 49.6740747289168
2013-02-22 49.640645270865 -0.735283409389212 50.7162424286785
2013-02-25 50.3616143530562 -0.726113660232225 52.0536022924259
2013-02-26 49.2208115358345 -0.731279682501019 50.5973535394247
2013-02-27 49.7308308637695 -0.748317575240524 51.4664429004426
2013-02-28 50.1575958669309 -0.746465028356603 52.9158510164726
2013-03-01 49.9402937654352 -0.74616571796604 52.6794562094618
2013-03-04 49.8335218476504 -0.75399052380267 52.5926873439173
2013-03-05 50.9908445617304 -0.761355567711231 52.8460903686111
2013-03-06 51.3084396946418 -0.762100964468702 53.9804186092359
2013-03-07 51.4408677562505 -0.763814851241466 54.0401826315115
2013-03-08 51.7434330130696 -0.767829424303499 55.0088107115607
2013-03-11 51.729307900501 -0.771929688741269 54.3982095276999
2013-03-12 51.6115870405279 -0.771958949632984 54.1606184009883
2013-03-13 51.6426211589123 -0.77099307278889 53.6884299711388
2013-03-14 52.209264308076 -0.776837283168666 54.596639383336
2013-03-15 52.1087118685289 -0.777892544149127 55.4382110640502
2013-03-18 51.9004163002148 -0.76799172468243 53.9491833026231
2013-03-19 51.4928285480294 -0.776805584068727 55.8719330348515
2013-03-20 51.8438557517904 -0.779749700947116 55.8719330348515
2013-03-21 51.3938293955738 -0.776341661609885 56.4659171647259
2013-03-22 51.2567383109942 -0.780248487818389 54.9638022387342
2013-03-25 50.994666087503 -0.772964676148505 56.2362369641908
2013-03-26 51.0514860505376 -0.780333290150033 55.9281355894978
2013-03-27 50.4646280178727 -0.784711952614371 56.6605043112243
2013-03-28 50.504928084049 -0.790429689490072 56.0093901421464
2013-03-29 50.504928084049 -0.790429689490072 56.5708804821375
2013-04-01 50.504928084049 -0.789936251523464 55.2658667143657
2013-04-02 51.4674318188157 -0.794955310726351 54.9486890031086
2013-04-03 51.0196104349548 -0.787242723660978 56.8180577442659
2013-04-04 50.6479824004315 -0.79143048987602 58.0746154954952
2013-04-05 49.6201709792324 -0.787742223731446 57.9627716989422
2013-04-08 49.6453747348156 -0.781650823918252 57.2429098723764
2013-04-09 49.4825579166936 -0.784134709322909 56.5326998916566
2013-04-10 50.6041834829394 -0.787986577175444 56.4723209594828
2013-04-11 50.9993955514536 -0.789580761444673 57.329143531509
2013-04-12 50.1774849142788 -0.789154242314672 56.8744836502455
2013-04-15 49.969252618769 -0.773680823814814 56.5810994263561
2013-04-16 49.7745633467608 -0.784004905843856 56.7502209114963
2013-04-17 48.6112774008779 -0.775477226489206 57.6456622534083
2013-04-18 48.4214472936465 -0.769394404260589 56.5325579701057
2013-04-19 48.3322329052453 -0.774544861442871 57.1804735247251
2013-04-22 48.4498240579134 -0.775532192844803 57.450203967313
2013-04-23 49.6166721279165 -0.78345978620943 57.2025851452902
2013-04-24 50.2698723113637 -0.783142139403139 59.0147923982288
2013-04-25 50.7482089973464 -0.785656143799435 59.21553283483
2013-04-26 50.630940525614 -0.78435368032444 58.9778762316433
2013-04-29 51.0115118269935 -0.790197289849605 58.9778762316433
2013-04-30 51.2720275952178 -0.788717125564543 59.5971235538555
2013-05-01 51.2720275952178 -0.779191890368707 59.2538957131143
2013-05-02 51.5830141409339 -0.7817032829412 58.673432357298
