time value
2012-02-01 100
2012-02-02 98.8181797634444
2012-02-03 98.9147248863416
2012-02-06 98.2796802643246
2012-02-07 98.9366416810864
2012-02-08 99.2178966985842
2012-02-09 100.005195028117
2012-02-10 101.504138077644
2012-02-13 100.229245328075
2012-02-14 100.818606246796
2012-02-15 100.196384966406
2012-02-16 100.832100098443
2012-02-17 100.091101026791
2012-02-20 99.1827880007177
2012-02-21 99.649297497499
2012-02-22 98.9476936312125
2012-02-23 98.2619871511876
2012-02-24 98.4830494283988
2012-02-27 98.803755404639
2012-02-28 98.3263020659667
2012-02-29 97.5805254669562
2012-03-01 97.5805254669562
2012-03-02 97.7441288107106
2012-03-05 97.7836485673845
2012-03-06 98.2268819200283
2012-03-07 97.8814228612249
2012-03-08 97.2116073723618
2012-03-09 96.8619835641464
2012-03-12 96.3959364456987
2012-03-13 97.1871071619753
2012-03-14 97.4372326869152
2012-03-15 97.4619734930849
2012-03-16 97.1962383773789
2012-03-19 96.429465957966
2012-03-20 95.6600219142557
2012-03-21 94.5761358737647
2012-03-22 94.4407024952245
2012-03-23 93.8312374730476
2012-03-26 93.7904074368805
2012-03-27 94.4391590397733
2012-03-28 94.2467655862948
2012-03-29 94.8721875229007
2012-03-30 94.828141727138
2012-04-02 94.8281417271381
2012-04-03 94.7329836839107
2012-04-04 95.0325035705619
2012-04-05 94.7991859440163
2012-04-06 94.6685594584133
2012-04-09 92.6335576325751
2012-04-10 91.668118479414
2012-04-11 91.9311135988286
2012-04-12 93.7845369743661
2012-04-13 93.9464585384059
2012-04-16 94.1292700377434
2012-04-17 94.6576639355021
2012-04-18 94.7237738394577
2012-04-19 94.4284014635504
2012-04-20 94.3861776448642
2012-04-23 95.6053395869707
2012-04-24 95.7009471540981
2012-04-25 95.8337675183919
2012-04-26 96.9290613291149
2012-04-27 96.4535452299325
2012-04-30 96.6690257174997
2012-05-01 96.6690257174997
2012-05-02 97.2482849619432
2012-05-03 96.4451952410115
2012-05-04 95.7289526530735
2012-05-07 95.385270563093
2012-05-08 96.0642055020388
2012-05-09 94.0097641335844
2012-05-10 93.7692964098745
2012-05-11 92.219756996179
2012-05-14 92.0590919473692
2012-05-15 91.7467109037181
2012-05-16 91.4519192519642
2012-05-17 89.9055792497812
2012-05-18 89.3248198095438
2012-05-21 90.9483217598304
2012-05-22 89.0448031284816
2012-05-23 91.5443391134589
2012-05-24 91.576188995449
2012-05-25 89.9932489052198
2012-05-28 90.2510214646955
2012-05-29 91.223860581308
2012-05-30 90.2722628273897
2012-05-31 90.1392085484491
2012-06-01 90.1392085484493
2012-06-04 94.4051521201069
2012-06-05 93.9406590043626
2012-06-06 96.6059524057942
2012-06-07 94.4221567888226
2012-06-08 101.226166266812
2012-06-11 93.1599307708159
2012-06-12 100.022495210779
2012-06-13 96.9900883305627
2012-06-14 103.164610690039
2012-06-15 103.642133873459
2012-06-18 98.4226409075005
2012-06-19 98.648912687378
2012-06-20 94.9415430004638
2012-06-21 86.836432027048
2012-06-22 92.0196244155617
2012-06-25 93.5646835890801
2012-06-26 95.6600990061297
2012-06-27 94.5119398368585
2012-06-28 93.729333304246
2012-06-29 91.1731435237569
2012-07-02 91.1731435237571
2012-07-03 89.4039688357696
2012-07-04 89.8688320006971
2012-07-05 87.7835657171315
2012-07-06 91.3931553826169
2012-07-09 93.3025664210611
2012-07-10 83.3684381842201
2012-07-11 81.014973637167
2012-07-12 83.5301231587891
2012-07-13 88.1730871429638
2012-07-16 85.0597952461688
2012-07-17 90.2542744562947
2012-07-18 88.1312344985048
2012-07-19 84.5220024655605
2012-07-20 86.6685250266825
2012-07-23 96.2455363666362
2012-07-24 90.1804648916325
2012-07-25 95.2171479233224
2012-07-26 97.3446351318986
2012-07-27 99.9903573821881
2012-07-30 91.1278709005972
2012-07-31 84.9676339785819
2012-08-01 84.9676339785819
2012-08-02 82.3747026472259
2012-08-03 79.4511782602113
2012-08-06 82.1212666693948
2012-08-07 84.8675773250355
2012-08-08 84.1268642532664
2012-08-09 85.669894997507
