time value
2013-01-02 100.000261111111
2013-01-03 99.8308962376866
2013-01-04 100.716637925737
2013-01-07 100.331581934097
2013-01-08 100.043582098459
2013-01-09 100.328667006673
2013-01-10 100.815096500497
2013-01-11 100.828967666975
2013-01-14 100.32834729349
2013-01-15 99.6403022116782
2013-01-16 99.1862454602298
2013-01-17 99.8756975471912
2013-01-18 100.308479758889
2013-01-22 99.8690312363713
2013-01-23 99.6910484418541
2013-01-24 100.31105534423
2013-01-25 100.981501749265
2013-01-28 99.7566177083499
2013-01-29 100.082012029915
2013-01-30 100.499558702425
2013-01-31 100.017458199868
2013-02-01 100.359023112021
2013-02-04 99.2260293121676
2013-02-05 99.2787639454875
2013-02-06 100.319668359216
2013-02-07 99.6920168935786
2013-02-08 99.709686497902
2013-02-11 99.9573437908179
2013-02-12 100.836359178774
2013-02-13 100.181725392073
2013-02-14 100.163808118456
2013-02-15 100.160211677373
2013-02-19 100.905578159357
2013-02-20 100.8567207883
2013-02-21 100.150705812248
2013-02-22 101.409531901212
2013-02-25 101.744412706229
2013-02-26 101.096875899319
2013-02-27 102.380114458745
2013-02-28 103.053576803033
2013-03-01 102.890760297706
2013-03-04 103.191639061289
2013-03-05 103.851343569924
2013-03-06 104.476634325214
2013-03-07 104.606985068418
2013-03-08 105.301877534932
2013-03-11 105.200092059105
2013-03-12 105.069105658988
2013-03-13 104.807370826101
2013-03-14 105.603766763487
2013-03-15 106.032527986783
2013-03-18 104.837959168571
2013-03-19 106.080991406559
2013-03-20 106.27768753856
2013-03-21 106.323507799511
2013-03-22 105.770555046705
2013-03-25 105.990977620719
2013-03-26 106.194760710415
2013-03-27 106.640521017153
2013-03-28 106.603501183329
2013-04-02 106.478261507915
2013-04-03 106.928565866423
2013-04-04 107.650394907684
2013-04-05 107.249780000212
2013-04-08 106.634223368003
2013-04-09 106.385230427257
2013-04-10 106.728921280136
2013-04-11 107.275728245859
2013-04-12 106.899082826238
2013-04-15 106.012626543701
2013-04-16 106.534099524467
2013-04-17 106.362874716894
2013-04-18 105.524716541148
2013-04-19 106.052472909902
2013-04-22 106.245963807362
2013-04-23 106.696652393506
2013-04-24 107.651344256367
2013-04-25 107.945117638519
2013-04-26 107.75290143831
2013-04-29 108.088154791494
2013-04-30 108.357924424767
2013-05-02 107.653265016995
2013-05-03 108.306595175273
2013-05-06 108.346950521153
2013-05-07 109.285096921893
2013-05-08 109.814391368506
2013-05-09 109.461885077862
2013-05-10 110.290044076045
2013-05-13 110.568817288982
2013-05-14 110.917263468204
2013-05-15 111.731686666705
2013-05-16 111.789169116997
2013-05-17 112.42674686679
2013-05-20 112.832126404055
2013-05-21 113.116963257989
2013-05-22 113.318860668375
2013-05-23 110.639224421217
2013-05-24 111.182276461834
2013-05-28 111.103899231204
2013-05-29 110.613298622621
2013-05-30 109.386199633383
2013-05-31 108.895845816293
2013-06-03 108.24707562461
2013-06-04 108.568278696684
2013-06-05 106.707662120346
2013-06-06 106.607644032868
2013-06-07 107.198303872829
2013-06-10 108.447834657832
2013-06-11 107.436253373594
2013-06-12 106.95601245018
2013-06-13 105.811228464869
2013-06-14 106.360999241145
2013-06-17 107.591992890966
2013-06-18 107.734274475644
2013-06-19 107.431958415826
2013-06-20 105.689466680961
2013-06-21 106.200964266969
2013-06-24 105.813852317834
2013-06-25 106.049754838764
2013-06-26 106.365092664079
2013-06-27 107.767833058834
2013-06-28 108.382456158435
2013-07-01 108.709383158066
2013-07-02 108.779143099664
2013-07-03 108.616332225653
2013-07-05 109.8096112291
2013-07-08 110.1654346032
2013-07-09 111.123161665796
2013-07-10 111.019104942096
2013-07-11 111.954914019728
2013-07-12 111.196978903628
2013-07-15 111.273801693301
2013-07-16 111.259816504316
2013-07-17 111.17544142344
2013-07-18 111.686740005268
2013-07-19 111.215792107015
2013-07-22 111.014053332359
2013-07-23 111.363434902096
2013-07-24 111.212525728958
2013-07-25 110.637203880179
2013-07-26 109.757262596287
2013-07-29 108.898863538225
2013-07-30 109.442894965649
2013-07-31 109.001248793173
2013-08-01 110.133001328042
2013-08-02 111.009590045919
2013-08-05 110.257984746202
2013-08-06 110.347745914169
2013-08-07 109.16087588453
2013-08-08 108.998096223084
2013-08-09 108.805236056194
2013-08-12 108.746982372034
2013-08-13 109.63968822844
2013-08-14 109.558496363861
2013-08-15 108.344521049859
2013-08-16 108.054563931886
2013-08-19 107.954976790505
2013-08-20 107.037980630348
2013-08-21 106.732327197775
2013-08-22 106.777906429217
2013-08-23 107.520812797036
2013-08-26 107.043008259934
2013-08-27 106.299503947156
2013-08-28 106.161653447771
2013-08-29 106.633903144188
2013-08-30 106.520581078876
2013-09-03 107.944659157248
2013-09-04 108.33188499519
2013-09-05 108.371643409779
2013-09-06 107.944200789591
2013-09-09 109.136200891809
2013-09-10 109.818009507664
2013-09-11 109.83124486557
2013-09-12 109.52932865054
2013-09-13 109.835431928723
2013-09-16 110.262745864083
2013-09-17 110.026386179253
2013-09-18 110.776573096486
2013-09-19 111.195192618549
2013-09-20 109.953538046626
2013-09-23 109.66964667126
2013-09-24 109.669349780389
2013-09-25 109.48695289991
2013-09-26 109.993262091511
2013-09-27 109.65475979487
2013-09-30 108.749573833211
2013-10-01 109.21882524018
2013-10-02 108.217722069502
2013-10-03 107.941244681894
2013-10-04 107.633157251084
2013-10-07 107.169356171827
2013-10-08 106.893917674109
2013-10-09 107.20357437074
2013-10-10 108.534939486703
2013-10-11 109.198641838336
2013-10-14 109.009473458909
2013-10-15 108.834567265025
2013-10-16 109.520922293785
2013-10-17 109.735021529845
2013-10-18 109.516244593299
2013-10-21 109.524083201105
2013-10-22 109.774619830578
2013-10-23 108.862587228803
2013-10-24 109.159758805546
2013-10-25 108.49568049421
2013-10-28 109.032272007335
2013-10-29 109.147831338986
2013-10-30 109.429637409684
2013-10-31 108.925125139148
2013-11-01 109.143316764947
2013-11-04 109.733563351664
2013-11-05 109.918771698191
2013-11-06 110.577079308853
2013-11-07 109.9476604272
2013-11-08 110.205573110374
2013-11-11 111.036347365249
2013-11-12 111.469229340667
2013-11-13 111.317024564962
2013-11-14 112.036381221988
2013-11-15 112.620455087527
2013-11-18 112.414414075302
2013-11-19 112.278088350297
2013-11-20 112.029570418398
2013-11-21 112.78267657078
2013-11-22 113.16954026375
2013-11-25 112.971189784812
2013-11-26 112.80099174881
2013-11-27 112.79725598008
2013-11-29 112.786970242088
2013-12-02 112.508300164335
2013-12-03 112.289139279352
2013-12-04 111.504610228145
2013-12-05 110.852147732754
2013-12-06 111.595251899951
2013-12-09 111.610656034037
2013-12-10 111.23077828155
2013-12-11 110.529817364444
2013-12-12 109.952233402055
2013-12-13 110.025134900777
2013-12-16 110.064448782954
2013-12-17 110.18156327412
2013-12-18 111.545405770312
2013-12-19 112.217799382217
2013-12-20 112.543356064539
2013-12-23 112.808953895989
2013-12-24 112.944541415057
2013-12-27 113.684804175287
2013-12-30 113.4637264099
2013-12-31 113.584830941748
2014-01-02 113.58522624656
2014-01-03 113.904623223887
2014-01-06 113.949562739254
2014-01-07 114.159342575722
2014-01-08 114.264799140804
2014-01-09 113.823855436376
2014-01-10 113.927643495544
2014-01-13 113.444155036452
2014-01-14 113.230978568485
2014-01-15 114.273750710457
2014-01-16 114.064951439621
2014-01-17 114.243854338656
2014-01-21 114.508526714962
2014-01-22 114.316036005356
2014-01-23 113.634567074963
2014-01-24 112.155131587952
2014-01-27 111.585322910843
2014-01-28 111.723240553659
2014-01-29 111.826336312167
2014-01-30 111.678280432083
2014-01-31 111.625760338459
2014-02-03 111.099253283554
2014-02-04 110.319381130209
2014-02-05 110.670142237058
2014-02-06 110.935264752929
2014-02-07 111.418056711888
2014-02-10 111.23714283537
2014-02-11 111.934170470924
2014-02-12 111.900954512797
2014-02-13 111.975718533807
2014-02-14 112.047173280717
2014-02-18 112.371154861541
2014-02-19 112.091836016144
2014-02-20 111.639466170722
2014-02-21 112.314251891847
2014-02-24 112.473373569294
2014-02-25 112.657840920338
2014-02-26 112.569370089533
2014-02-27 112.636568158086
2014-02-28 113.093885319594
2014-03-03 111.642364607494
2014-03-04 112.666698842253
2014-03-05 112.741707195617
2014-03-06 113.117449900272
2014-03-07 112.844786592226
2014-03-10 111.870698710405
2014-03-11 111.960358270005
2014-03-12 111.312564932205
2014-03-13 110.592952024192
2014-03-14 109.974796210474
2014-03-17 110.622510974225
2014-03-18 110.936094302337
2014-03-19 110.81267290873
2014-03-20 110.839753895188
2014-03-21 111.18064196257
2014-03-24 111.210109526643
2014-03-25 111.56861971636
2014-03-26 111.568552154876
2014-03-27 111.7615011061
2014-03-28 112.376567739956
2014-03-31 112.638431957368
2014-04-01 112.66382084399
2014-04-02 112.861767057078
2014-04-03 112.945997620997
2014-04-04 112.877244055059
2014-04-07 112.193727568123
2014-04-08 111.846407424902
2014-04-09 111.782552344124
2014-04-10 111.178301379057
2014-04-11 110.06821848897
2014-04-14 110.316198605418
2014-04-15 110.477487138535
2014-04-16 111.587674096578
2014-04-17 111.562816799747
2014-04-22 112.061568739138
2014-04-23 112.154449269542
2014-04-24 111.976640625694
2014-04-25 111.42772476459
2014-04-28 111.479617181403
2014-04-29 111.815844107787
2014-04-30 111.943912991986
2014-05-02 111.795666109851
2014-05-05 111.754052182668
2014-05-06 111.375389785653
2014-05-07 111.0968908371
2014-05-08 111.46236574641
2014-05-09 111.541074072081
2014-05-12 112.458791188464
2014-05-13 112.907371959673
2014-05-14 112.689389537252
2014-05-15 112.146674607892
2014-05-16 111.981838525132
2014-05-19 112.019695096213
2014-05-20 111.668557502527
2014-05-21 112.103541317337
2014-05-22 112.601451020196
2014-05-23 112.996650643147
2014-05-27 113.704982596849
2014-05-28 113.591889332632
2014-05-29 113.875088185829
2014-05-30 113.950367517361
2014-06-02 114.247982833436
2014-06-03 114.28251870873
2014-06-04 114.300039872125
2014-06-05 114.455020085074
2014-06-06 114.66375974343
2014-06-09 114.695697666603
2014-06-10 114.628887815843
2014-06-11 114.643246560907
2014-06-12 114.525676014294
2014-06-13 114.699406216644
2014-06-16 114.43579662069
2014-06-17 114.547712011279
2014-06-18 114.776912993566
2014-06-19 115.225287731602
2014-06-20 115.107304618461
2014-06-23 114.93638547204
2014-06-24 114.805034308712
2014-06-25 114.5434038639
2014-06-26 114.412787934296
2014-06-27 114.184841748013
2014-06-30 114.15223345209
2014-07-01 114.691125017326
2014-07-02 114.647158150094
2014-07-03 115.101540432801
2014-07-07 115.081334058369
2014-07-08 114.519645249916
2014-07-09 114.726902531269
2014-07-10 114.194599350574
2014-07-11 114.210742908097
2014-07-14 114.888661174906
2014-07-15 114.879582618101
2014-07-16 115.287800398245
2014-07-17 115.109165387955
2014-07-18 115.140378705348
2014-07-21 114.907916717521
2014-07-22 115.389194321509
2014-07-23 115.458038731412
2014-07-24 115.613680147238
2014-07-28 115.433854277832
2014-07-29 115.454107313792
2014-07-30 115.33752001262
2014-07-31 114.418283826632
2014-08-01 113.820963586818
2014-08-04 113.602750487287
2014-08-05 113.351726799043
2014-08-06 113.184105685095
2014-08-07 113.158928586863
2014-08-08 112.908859649587
2014-08-11 113.448880771461
2014-08-12 113.307948307472
2014-08-13 113.812073699868
2014-08-14 114.032297160671
2014-08-15 113.63881319141
2014-08-18 114.163004374945
2014-08-19 114.721207570238
2014-08-20 114.985668732904
2014-08-21 115.574746747487
2014-08-22 115.344841142643
2014-08-25 115.989559363021
2014-08-26 116.293471543453
2014-08-27 116.372613449317
2014-08-28 116.079808571213
2014-08-29 116.062383243425
2014-09-02 116.565695578966
2014-09-03 116.781528884002
2014-09-04 116.777766572615
2014-09-05 117.231443273807
2014-09-08 117.827031365418
2014-09-09 117.608460630576
2014-09-10 117.81586019305
2014-09-11 117.684153119262
2014-09-12 117.499762292758
2014-09-15 117.407785225744
2014-09-16 117.569334694127
2014-09-17 117.64466887319
2014-09-18 118.305231567276
2014-09-19 118.752822915508
2014-09-22 118.50576808101
2014-09-23 117.948623032788
2014-09-24 118.30265516427
