time value.DAX value.Dow.Jones value.Nikkei
2012-12-31 35.9302441021427 41.7962084111245 22.2735474867329
2013-01-02 36.7155980528882 42.8447284275291 22.2735474867329
2013-01-03 36.6101546857357 42.6542209774181 22.2735474867329
2013-01-04 36.7042244950586 43.1262580295711 22.7470750227888
2013-01-07 36.4979148419587 43.1698972639301 22.4008104996878
2013-01-08 36.324078022113 43.0141162383857 22.2801422211607
2013-01-09 36.4403787005054 43.0713228428594 22.4805418853132
2013-01-10 36.3837390746499 43.4502816316635 22.6795133579669
2013-01-11 36.4170600249416 43.3532088412356 22.7538688058668
2013-01-14 36.4830934979441 42.6721405674127 22.7538688058668
2013-01-15 36.2300566113505 42.6792775568738 22.1598868457727
2013-01-16 36.301893248259 42.6589185903906 21.732303915565
2013-01-17 36.5111298342644 43.1236373551617 22.0012407788839
2013-01-18 36.3542853600123 43.1769517438639 22.4038881924754
2013-01-21 36.5743769539128 43.1769517438639 21.8120718755137
2013-01-22 36.3258710580288 43.4105143374873 21.8317767690866
2013-01-23 36.3793486729315 43.6000853214761 21.51783324864
2013-01-24 36.5709314710726 43.7653466304034 21.9385836977746
2013-01-25 37.0893744134329 43.9362087878086 22.3296346515672
2013-01-28 36.9715157771719 43.4679599269729 21.5401812083154
2013-01-29 37.0450048610049 43.7274255513751 21.6440343541566
2013-01-30 36.8691399319163 43.5765909167095 22.1818228213789
2013-01-31 36.7027126324055 43.2053480085284 22.0306970703689
2013-02-01 36.973357211648 43.5320445664191 22.0578461606705
2013-02-04 36.0522073554497 42.8950349682848 21.6540024643831
2013-02-05 36.1769569621109 43.3574085344848 21.3464082348492
2013-02-06 35.7829340593089 43.5914721927246 22.2436577179507
2013-02-07 35.8285757896533 43.3821322074142 21.7935276381313
2013-02-08 36.117862862789 43.7117575776721 21.5107309480984
2013-02-11 36.0310158943142 44.065100708108 21.5107309480984
2013-02-12 36.1558576866865 44.1553247746721 22.2426062960103
2013-02-13 36.3998809998611 43.9342696140696 21.7312055771042
2013-02-14 36.018978590869 43.7706009177299 21.9156024549136
2013-02-15 35.8411293396883 44.0192381898868 21.7748122310363
2013-02-18 36.0073676516474 44.0192381898868 22.234452731578
2013-02-19 36.5913232090109 44.3313288133634 22.0838883837914
2013-02-20 36.4801665603186 43.9568692612123 22.328959717051
2013-02-21 35.7942131233628 43.713875540442 21.9927122890624
2013-02-22 36.1639770478524 44.6081611480469 22.4541218775226
2013-02-25 36.6892141634924 44.0518509649818 23.0462249186129
2013-02-26 35.8581216852819 44.3652631145259 22.4014849809122
2013-02-27 36.2296786456872 45.3989176962039 22.7862658223201
2013-02-28 36.540583544182 45.2865274139304 23.4279771346945
2013-03-01 36.3822756058371 45.2683688563388 23.3233156386206
2013-03-04 36.3044906140616 45.7430840413347 23.2848995693534
2013-03-05 37.1476180923724 46.18990639764 23.397091287985
2013-03-06 37.3789910536715 46.2351281152144 23.8993040573936
2013-03-07 37.4754669426205 46.3391061682653 23.925763995587
2013-03-08 37.6958904069687 46.5826622172731 24.3546146343937
2013-03-11 37.6856000442238 46.8314169891801 24.0842769132929
2013-03-12 37.5998385788985 46.833192188452 23.9790857583349
2013-03-13 37.6224474136313 46.7745943888004 23.770028934618
2013-03-14 38.0352557026626 47.1291508429175 24.1721297972848
2013-03-15 37.9620016968768 47.1931713978063 24.5447274540217
2013-03-18 37.8102551571092 46.5925086538515 23.8854749299192
2013-03-19 37.5133211822467 47.1272277224713 24.7367536280236
2013-03-20 37.7690499236988 47.3058413542667 24.7367536280236
2013-03-21 37.4411987701059 47.0990824827719 24.9997343104799
2013-03-22 37.341325796877 47.3361017475356 24.3346875718597
2013-03-25 37.1504021329419 46.8942075872796 24.898045640959
2013-03-26 37.191796353904 47.3412465339233 24.7616367611467
2013-03-27 36.7642612099139 47.6068911524852 25.0858858724655
2013-03-28 36.7936204307756 47.9537747142472 24.797611422141
2013-03-29 36.7936204307756 47.9537747142472 25.0462057959245
2013-04-01 36.7936204307756 47.9238388282338 24.4684236734693
2013-04-02 37.4948192726248 48.2283350250403 24.3279963341329
2013-04-03 37.1685744754608 47.7604279265158 25.1556411188783
2013-04-04 36.8978377105073 48.0144912547311 25.7119698124309
2013-04-05 36.149061210062 47.7907315881412 25.6624520619277
2013-04-08 36.1674225354125 47.4211786497581 25.3437402565053
2013-04-09 36.0488079678251 47.5718709664748 25.0293017117306
2013-04-10 36.8659295224033 47.8055560186503 25.0025695281747
2013-04-11 37.153847620502 47.9022719622896 25.3819193683516
2013-04-12 36.5550730224688 47.8763959070967 25.1806231386266
2013-04-15 36.4033725779168 46.9376548214979 25.0507301338477
2013-04-16 36.2615384352309 47.5639960512554 25.1256070225444
2013-04-17 35.4140666504173 47.0466389478398 25.5220549465747
2013-04-18 35.2757724843474 46.6776063942093 25.0292388773476
2013-04-19 35.2107784239988 46.9900742413544 25.3160971723055
2013-04-22 35.2964453955483 47.0499736457494 25.4355176960256
2013-04-23 36.1465122428197 47.5309247427138 25.3258868767336
2013-04-24 36.6223786686677 47.5116537517703 26.1282239698658
2013-04-25 36.9708543349012 47.6641733269503 26.217099841053
2013-04-26 36.8854224413989 47.5851554954038 26.1118796970241
2013-04-29 37.1626745144342 47.9396754968837 26.1118796970241
2013-04-30 37.3524642766595 47.8498769156693 26.3860454115846
2013-05-01 37.3524642766595 47.2720001117552 26.2340846313947
2013-05-02 37.5790227800815 47.4243612328539 25.9770901398319
2013-05-03 38.336955741562 48.0472652346525 25.9770901398319
2013-05-06 38.2887650439754 48.1152287928991 25.9770901398319
