time value.Minimum.Variance value.Maximum.Sharpe value.Fixed.Weights value.Fixed.Weights.Leveraged value.Black.Litterman value.Equal.Risk value.Min.Variance.Robust value.Maximum.Sharpe.Robust value.MV.Max.Allocation value.MV.Max.Allocation...Short.Constraint
2013-04-15 105.682591815717 109.121661279422 108.69551609089 112.230515863533 108.391757533262 105.77881157635 108.334197901741 105.77667122131 102.158401093141 106.970695505119
2013-04-16 106.172769103501 110.127982945364 109.175509716056 113.156328287223 108.951141509031 106.152661661892 109.027476005729 105.740779352413 102.353868468587 107.629429685208
2013-04-17 106.179831023235 109.492463628572 108.569988865155 111.956625363569 107.982760544832 105.76361421657 108.590844804049 105.481462427797 102.289225283484 107.36594563313
2013-04-18 105.402697424342 108.37101993815 107.409858383349 110.459735681133 106.982617755904 104.943971103825 107.378054534929 104.184610859492 101.969256620326 106.390331562515
2013-04-19 105.910590306327 109.132972219214 108.028057304138 111.529779833447 107.516949837659 105.395661838109 108.103489078232 104.738161568528 102.170203798878 107.080652533342
2013-04-22 106.083360281722 109.374074768465 108.334021585683 111.973393406417 107.781936737323 105.607141937234 108.396183207327 105.124495832382 102.245146468334 107.322647325725
2013-04-23 106.35477571134 110.250852166866 109.342149682158 113.316179991007 109.003323862267 106.277093884501 109.228355686246 106.035797486997 102.418863193223 107.815646685777
2013-04-24 107.222288227616 111.188966451059 110.968985541798 115.058072747474 110.262256390304 107.3842584268 110.691769260118 108.501522570189 102.789598719545 108.862944430748
2013-04-25 107.44464973522 111.61778358031 111.546918720044 115.629427250007 110.852127502904 107.772492148519 111.187527790515 109.178085688377 102.903520556822 109.144457799546
2013-04-26 107.274728479537 111.361845479434 111.247176674538 115.308220836185 110.582457633827 107.565012061976 110.896177047403 108.824463076933 102.830250208172 108.9408032384
2013-04-29 107.534150585833 111.990860102061 111.78712692125 115.914001557564 111.214229708342 107.940353646221 111.430417744506 109.199190768787 102.958099239851 109.276392608137
2013-04-30 107.776850574143 112.190431383437 112.30188406739 116.515208122382 111.588386603913 108.284496595645 111.858172650339 110.080434023509 103.064194884566 109.592487145171
2013-05-01 100 111.138387381509 111.613599543524 115.570665926182 110.858549019809 100 111.018253018476 109.746731417963 100 100
2013-05-02 107.077008161486 111.173736542329 111.560690876397 115.679510107432 110.980474152767 108.25688891383 110.922106727206 109.474743215291 103.017253363062 108.816522034231
2013-05-03 107.552561243333 112.357165853036 112.760621843715 117.081062715066 112.361311116046 109.098462156915 112.016615720251 110.504855868137 103.259359221734 109.484064648358
2013-05-06 107.595087919959 112.448475167145 112.770116530493 117.169280197125 112.381083976706 109.113141444425 112.060714842448 110.437586436854 103.276478086946 109.549246594565
2013-05-07 108.443731326718 113.641626669555 114.194683530106 118.755595958905 113.609820772665 110.090023066096 113.460280869437 112.182057183589 103.643487169047 110.571820547716
2013-05-08 108.89796348558 114.35265594103 115.068443212646 119.669077478132 114.41854428626 110.687622169268 114.281364952599 113.222889583962 103.847759642455 111.120536664911
2013-05-09 108.556152899035 113.843628639314 114.665268264809 119.150655763594 114.074330241309 110.395306658857 113.800265312844 112.868320905885 103.707448763495 110.714986427224
2013-05-10 109.355255813453 114.721052624122 115.849070566084 120.474431158831 114.934132192046 111.19549609658 114.987626614871 114.548400550743 104.037319099309 111.649495528614
2013-05-13 109.596581453548 115.348737064501 116.124422852158 120.791931024523 115.324824272176 111.422808340799 115.375298773864 114.427222945644 104.146102711215 111.927216806488
2013-05-14 109.860318747281 116.07497880744 116.658269322503 121.41375361937 116.002838797908 111.816550587887 115.927791357044 114.666210663702 104.276997173741 112.27431876346
2013-05-15 110.633931384213 117.009246052131 117.820744521584 122.631502910489 116.90065380149 112.609472390573 117.102598318074 116.210701207118 104.600054810305 113.158217815822
2013-05-16 110.671074424384 117.216420810585 117.872701944949 122.647378071386 117.034796306735 112.661259080897 117.188979596871 116.063347503104 104.621485743228 113.191121951743
2013-05-17 111.24410602857 118.218066622908 118.722394787995 123.685762973763 117.86896954694 113.27193381134 118.114558662305 116.778019611327 104.871118999219 113.894556528623
2013-05-20 111.59272201282 118.709508160642 119.425728114964 124.385004650945 118.490148051429 113.745218457262 118.750923960136 117.708043623379 105.027616027145 114.308480677295
2013-05-21 111.853313203434 119.078540961451 119.841845893609 124.794172995544 118.84840631063 114.032664746895 119.170029866544 118.201145721662 105.139759799046 114.602530540506
2013-05-22 112.037069461631 118.981139986407 120.390754399988 125.336695784912 119.142719432956 114.355672768417 119.527209465289 119.486313071408 105.218269993979 114.836372170785
2013-05-23 109.537310582029 116.225323080099 116.163844116613 120.733908314866 115.936297080392 111.534460538349 115.538282656669 113.289444467841 104.164047604565 111.863676134337
2013-05-24 110.099013641614 116.847299636966 116.759341280655 121.389620228651 116.312554406385 111.953845313112 116.251138796277 114.032168545048 104.385412730251 112.478397407654
2013-05-27 109.346083218146 116.186445817164 115.991584565081 100 115.939430350794 111.427604470603 115.345222257754 112.863303776434 100 100
2013-05-28 109.87770540589 116.933443930015 117.103006772563 121.876465601152 116.923088705089 112.172579877039 116.335426115803 114.355755325934 104.33670764957 112.367075410468
2013-05-29 109.520795080819 116.229753698609 116.071786135208 120.692329518555 115.867052237768 111.480051156387 115.482430514712 113.100529729004 104.156276216823 111.851750765011
2013-05-30 108.253015139735 115.138708581019 114.50041336944 118.997761423864 114.978851885876 110.426752827953 113.816938650495 110.596157355765 103.658678182992 110.443942532404
2013-05-31 107.886668342835 113.809543344935 113.943824063795 118.245749403964 114.032249874674 109.961456304399 113.081555088175 111.023302298338 103.475382063086 109.957901872506
2013-06-03 107.262791952304 113.49647654356 112.746660527191 116.96035733029 113.311326818157 109.961694606737 112.086317540873 108.72280020064 103.475977803966 109.205653243201
2013-06-04 107.599256862432 113.523318113484 113.319928754982 117.52164363281 113.547316221976 110.340094125849 112.557118152413 110.018484054558 103.580902435601 109.581378418067
2013-06-05 105.904495197268 110.981458130903 110.661999799216 114.444856025371 111.184728377723 108.443078434443 109.827086057428 107.084528480556 102.935419143 107.531497422468
2013-06-06 105.862809309854 111.04009877606 110.188531640839 113.988838739619 110.798636322557 108.156167532112 109.572064901723 106.108401498757 102.883368986948 107.438699250002
2013-06-07 106.294230257887 112.010359124488 111.336971501725 115.455497584195 112.049735113437 108.94261883407 110.575569290541 107.288364113125 103.100157704422 108.09138403025
2013-06-10 107.511520136532 112.984224436533 113.321658683703 117.664348047324 113.325480497075 110.304832262386 112.406641564332 110.657045867408 103.510162695884 109.535562988895
2013-06-11 106.604804592318 111.688883988391 111.758336959661 115.664109024342 111.961131621956 109.207988058524 110.885449745055 108.744445474524 103.181555344411 108.356974599214
2013-06-12 106.237947424614 110.699792757813 111.026924412114 114.577421380932 111.042098052558 108.679098619137 110.126469307283 108.403765591701 103.020935835736 107.805084396651
2013-06-13 105.110545670836 109.933030756308 109.168410918806 112.81669056557 109.920028164939 107.412921975733 108.4464554113 105.067693100576 102.614141422108 106.559928017328
2013-06-14 105.662417397119 110.115666833215 110.148884390546 113.732250325246 110.426829503034 108.065347817424 109.267075260402 107.083418309459 102.807471228902 107.170047121465
2013-06-17 106.786202182021 111.600883955037 112.034033953984 115.871324524351 111.997434355199 109.386955822611 111.101016325674 109.51627661725 103.235511612491 108.534451213085
2013-06-18 106.881351627098 112.11510333628 112.149393673208 116.071360806015 112.313572143371 109.493452828735 111.310103902165 109.128709586 103.292677070573 108.670048043414
2013-06-19 106.666434093425 111.185186206363 111.840122723829 115.742378171333 111.687897134143 109.236760236401 110.857815383259 109.608741210709 103.158820255409 108.4133990502
2013-06-20 105.237683438627 108.489281109702 108.948246311285 112.028142456993 108.738033235697 107.213178327886 108.108951435445 106.678212900287 102.55600576406 106.448895610596
2013-06-21 105.799801060249 109.4701799301 109.103777132553 112.409885065147 108.892774099714 107.41063386318 108.664858820276 106.145769365969 102.694341103584 107.063605813155
2013-06-24 105.494067295611 109.038411808316 108.298668866313 111.226001581268 108.164246110996 106.872933318293 108.008589913723 104.987393344466 102.583075961189 106.559929969524
2013-06-25 105.607036679834 109.615191865651 108.858386843949 111.991452548214 108.933080210004 107.253447280299 108.469473713388 105.342311412446 102.680259354245 106.807053645937
2013-06-26 105.785322173317 110.323948136586 109.542879416355 112.853936153624 109.834601573254 107.722456069352 109.053892786806 105.806127990633 102.812972203126 107.123318794293
2013-06-27 107.085758559945 112.198709829312 111.485891732596 115.171188766997 111.509813468693 109.11592977771 111.08334675793 107.98086456726 103.286124731547 108.698428708262
2013-06-28 107.740227484544 112.535893897911 112.341953626072 116.120885062205 111.881219712593 109.710522450884 111.921345268 109.653274296838 103.471867619138 109.436177281731
2013-07-01 108.023127578162 113.085828466261 112.795122513685 116.773777944378 112.358443197758 109.710787010621 112.4066360739 109.994159590664 103.472529001867 109.821119944421
2013-07-02 108.165622281671 112.942973731889 112.750246650284 116.664953695961 112.08774963802 109.647538862286 112.426136587733 110.22190367648 103.48609331073 109.922433874
2013-07-03 108.052875201951 112.912461508751 112.243899022642 116.163366664981 111.68954655539 109.341807336536 112.100840729712 109.242935241589 103.422146799473 109.755633247817
2013-07-04 108.104573652005 113.131239631879 112.957407229057 100 112.462311293719 109.810220962521 112.539955017012 110.298372340309 100 100
2013-07-05 109.19467627692 114.647442634553 113.660865845591 117.960273987909 112.930120780179 110.35232963982 113.750189967971 110.507907033208 103.855910505501 111.117939015668
2013-07-08 109.359012431813 115.712896896096 114.392811393761 118.964544563991 114.099688950977 110.943647000468 114.422898170161 110.575654301698 104.014996850184 111.462487861697
2013-07-09 110.221841458642 116.826969297369 115.933453976636 120.721490739805 115.381533186798 111.969277392376 115.874096823397 112.648091795946 104.370103486315 112.52815821587
2013-07-10 110.114708391931 116.704922534481 115.819069642515 120.643224568815 115.307454863494 111.892246062079 115.736811471397 112.509085716884 104.332784948381 112.425156247037
2013-07-11 110.918433837808 118.172836740039 117.214647912231 122.271165731996 116.713205824711 112.885829927158 117.153277482084 113.799874830961 104.689657026391 113.429453692247
2013-07-12 110.202883910795 116.664143021143 116.560636513584 121.522079506921 115.920100468963 112.336687733464 116.157125440106 113.988902693795 104.405560608642 112.641950673107
2013-07-15 110.256863844658 116.799802406971 116.711541839963 121.780625006904 116.092334944622 112.444492865672 116.289076842773 114.130573348762 104.435334532153 112.745357785881
2013-07-16 110.272729568517 116.735245730834 116.610564012135 121.560911799272 115.94043015095 112.371218823307 116.231649414561 114.044898150358 104.428496747855 112.709418055055
2013-07-17 110.157428257675 116.574164856152 116.672802825539 121.779025727665 116.024521893631 112.398695523331 116.174166525197 114.27234962188 104.399031185943 112.657607729591
2013-07-18 110.591602554915 117.178915293972 117.592200012751 122.842392484108 116.83631715621 113.010604486405 116.987828141349 115.519491661057 104.592344399665 113.22391996628
2013-07-19 110.12218526271 116.812618976198 116.885011896259 122.169167075142 116.407119233753 112.569097394205 116.31345431162 114.313778671266 104.424283894827 112.711214898098
2013-07-22 109.934320600857 116.500590449708 116.638115362388 121.988026521886 116.174627919518 112.390851169159 116.029420479186 114.115181955627 104.347643040717 112.523690939068
2013-07-23 110.294298215218 116.812541866486 117.08813083577 122.494162692745 116.432336772775 112.677356332948 116.504490982731 114.829997685276 104.470141259347 112.930321467041
2013-07-24 110.110256619084 116.531417077613 117.107627614557 122.462405632369 116.474324325707 112.668116067232 116.366675201904 115.079397467854 104.421293663488 112.745727262846
2013-07-25 109.605718376272 115.924527396546 116.084077720616 121.457568919195 115.63145564053 111.999427924599 115.462970610004 113.584642508852 104.204118727695 112.151496728547
2013-07-26 108.777015982329 115.066850057623 114.693644255988 119.968475502524 114.611907123061 111.101152397754 114.157144393125 111.476038608721 103.884014899742 111.176218667672
2013-07-29 107.945597325872 113.951006189993 113.622278839926 118.761102267036 113.756706568951 110.363064071787 112.964341780451 110.287316637948 103.572913153172 110.224025286447
2013-07-30 108.472679318953 114.493496184894 114.415055703227 119.69526431112 114.314576944445 110.877776442479 113.74645179294 111.464958868571 103.767830026714 110.856232590692
2013-07-31 108.034894313311 114.044755388948 113.815676068297 119.133441757227 113.910791948376 110.487683847024 113.127488013097 110.591456361061 103.60856231012 110.385813658463
2013-08-01 109.020279464927 115.496025114743 115.676849482989 121.259195937827 115.578204368216 110.487955611943 114.873030180661 112.907505953273 103.609241699366 111.624422268689
2013-08-02 109.877198125752 116.469488851389 116.855113503442 122.619743841439 116.430058407226 111.268601237091 116.105434361337 114.49996641897 103.900710155835 112.625070993037
2013-08-05 109.160822134676 115.532918893414 115.843188824545 121.577163774371 115.620935322776 110.584231329463 115.036510918375 113.281001279937 103.644151233203 111.819845493595
2013-08-06 109.343809716578 115.388303353539 115.759613702461 121.378760735759 115.270457795191 110.504659140712 115.055834444891 113.475013940787 103.639765027868 111.937329681234
2013-08-07 108.215993288328 114.074292896032 114.03339088941 119.474200989832 113.95967361546 109.368957945224 113.335836159457 111.101797714716 103.236435641301 110.615651861605
2013-08-08 108.013096125382 113.912960051302 113.972714855641 119.466514445475 114.01208802412 109.323789759484 113.170724328712 111.030940324986 103.197196589097 110.437325565677
2013-08-09 107.839033734093 113.395064525601 113.868017874356 119.305657800504 113.784826068829 109.203438317279 112.926580045673 111.374914715817 103.123297762437 110.240142936451
2013-08-12 107.762626222421 113.376374005473 113.833821228959 119.28884488308 113.818207100185 109.185417705213 112.866721063096 111.271829313572 103.111605601767 110.171425996181
2013-08-13 108.585278528549 114.427629750131 115.188583870706 120.7846827209 114.922475591844 110.08362221717 114.188953244402 113.054142465568 103.425338954311 111.152705582023
2013-08-14 108.507722099364 114.146241270003 115.205330575018 120.777619962797 114.853936273987 110.061247911867 114.102917325731 113.389572167299 103.394682186998 111.072529411163
2013-08-15 107.403760549038 112.443208184559 113.495023291878 118.736838172554 113.308198504155 108.882090886951 112.32605932147 111.579020074807 102.959459481043 109.721627996251
2013-08-16 107.119941511985 112.013132791466 113.181693811309 118.47137537461 113.039132726702 108.655524905318 111.936187285542 111.333378755772 102.861852015407 109.431141536853
2013-08-19 107.070018922009 111.602078365106 113.070598334539 118.245765096767 112.742247593932 108.53811906358 111.771974860944 111.630442565414 102.808585280577 109.329657435151
2013-08-20 106.219919385024 110.642034626471 111.614759936749 116.71872847414 111.620844231416 107.59395611798 110.401245193858 109.519487641655 102.491484838318 108.333123791848
2013-08-21 105.965427218094 109.956116579251 111.27099363802 116.277042825767 111.143488581893 107.313612754781 109.959583352192 109.580952777194 102.369920413507 108.016578335026
2013-08-22 105.91386358897 110.148616047091 111.610818218527 116.737105810517 111.640180683365 107.545055361974 110.147999026912 109.902040455557 102.418693580891 108.053660329372
2013-08-23 106.607490725202 111.146458038992 112.617006134758 117.904266535597 112.503175892799 108.236061175929 111.214299521574 111.009633832154 102.679456383348 108.878083683442
2013-08-26 106.148123361726 110.408395416771 112.088639240849 117.210398662963 112.022250652973 107.850956904939 110.564079282689 110.628957293654 102.515022079035 108.330659559655
2013-08-27 105.599901851886 109.215250193962 110.643046711022 115.337306918241 110.469926429682 106.8640618606 109.303484841324 109.101383236721 102.205482845943 107.496597027962
2013-08-28 105.51510238368 109.198944579515 110.165733601958 114.834383737072 110.08010922827 106.582689788099 109.010039550771 108.180385297209 102.147301643923 107.349881241011
2013-08-29 105.947535255749 109.731813267737 110.90933347714 115.541903917647 110.680032895995 107.071117299485 109.717396026676 109.200482140822 102.313965968471 107.835912720712
2013-08-30 105.89095485131 109.749534655322 110.443600050616 114.993642907142 110.292794551868 106.799474189374 109.450811724728 108.279724971794 102.26271862234 107.69954143502
2013-09-02 106.385346543158 110.378674223015 111.691994146311 100 111.379432842901 106.799742431326 110.47008134607 110.145591248394 100 100
2013-09-03 107.211974661479 111.436430809234 112.565455133707 117.443687455642 112.013073136312 107.401191477354 111.545919176747 111.045497099011 102.263389204468 109.298874536612
2013-09-04 107.551577196694 112.149606903893 113.041381873697 117.97529273624 112.550195894329 107.760394071374 112.103703693792 111.260744184482 102.409059276728 109.697142704904
2013-09-05 107.560419412219 112.206868893235 113.203404986325 118.233270468752 112.733333031875 107.862621716152 112.203313843168 111.487673757827 102.433975009228 109.756215274461
2013-09-06 107.108641529669 111.790360042376 112.721208445419 117.684833821869 112.476976743605 107.557288463662 111.644525272972 110.773302481229 102.317491066078 109.257309838944
