time value.DAX value.Dow.Jones value.Nikkei value.VXX
2014-05-01 45.4149472980433 43.4682916163139 40.2474343485703 -2.52813578321496
2014-05-02 45.1916805267123 43.2226014491106 40.111220717851 -2.51493245072198
2014-05-05 45.0662661563479 43.2657081017434 40.111220717851 -2.48726825663735
2014-05-06 44.7732031193976 42.9174028533886 40.184876466044 -2.50424411355304
2014-05-07 45.0274863493902 43.1254689636673 38.9786669474632 -2.45520274214402
2014-05-08 45.4346674108198 43.1604867091033 39.3795756661597 -2.45960387393279
2014-05-09 45.3119455009877 43.3102166546887 39.504254565887 -2.40616162222826
2014-05-12 45.8842166927683 44.056207815363 39.7442480705362 -2.33448611025599
2014-05-13 46.1299884068199 44.1056962359137 40.4528695959441 -2.34140223736879
2014-05-14 46.129799052363 43.9209428650784 40.3689145651409 -2.32819865338256
2014-05-15 45.6647369254506 43.5519658834268 40.2365674618304 -2.35271918190379
2014-05-16 45.5372858833286 43.7048648664039 39.7858292607009 -2.2980194639739
2014-05-19 45.680531484825 43.7816914386089 39.6536765880978 -2.27035533276258
2014-05-20 45.5844848415446 43.3663050258611 39.85708520318 -2.2502358731568
2014-05-21 45.8625107133024 43.8091146632839 39.777722469123 -2.21439808573402
2014-05-22 45.9714701056972 43.8740857445545 40.7118381247528 -2.21565561483269
2014-05-23 46.1942103921887 44.1125554386853 40.9792689960199 -2.19742229169164
2014-05-27 47.0114543253079 44.4101717957201 41.4494225025009 -2.12951898977553
2014-05-28 47.003649412668 44.2682422859888 41.5080984141528 -2.1238603917614
2014-05-29 47.0023747649128 44.5275858399065 41.6463518550848 -2.11505812818387
2014-05-30 47.0230370059658 44.6160469917556 41.6354354704564 -2.10751339370502
2014-06-02 47.055434333423 44.5916178184948 42.3857496369713 -2.0987111930008
2014-06-03 46.9117638477651 44.5970649623675 42.5665735466048 -2.10625592747966
2014-06-04 46.9445352590446 44.6441320282192 42.5365492673952 -2.08425039428246
2014-06-05 47.044604436043 44.9004786719367 42.4682325673273 -2.00880235788749
2014-06-06 47.230744747627 45.1555199959344 42.5200472949737 -1.9082049969853
2014-06-09 47.3321347570865 45.096381626117 42.5604217557708 -1.93272558837984
2014-06-10 47.4275209865009 45.1667946749533 42.2542462701689 -1.89940267053446
2014-06-11 47.0539657155777 45.080135631407 42.7001132679279 -1.94215652219674
2014-06-12 47.0014280115449 44.8924491606063 42.6153990086812 -2.03520902287345
2014-06-13 46.8792741556252 44.9839753661336 43.0376619606265 -2.00062876454934
2014-06-16 46.7426511884253 44.9914603423875 42.5316309515931 -1.99748509898593
2014-06-17 46.9145071133655 45.0485063962004 42.7057273099013 -1.92832445659108
2014-06-18 46.9618446209702 45.2747422694334 43.0047551678252 -1.8245834929988
2014-06-19 47.3102394278928 45.3111457862178 43.6397152281426 -1.834014489689
2014-06-20 47.2309802773315 45.2163545581808 43.5686214368991 -1.85853501821023
2014-06-23 46.9173427483778 45.2200583188924 43.5715706375577 -1.81263756385787
2014-06-24 46.9984953962167 44.9152115516804 43.6604945163208 -1.87739713733727
2014-06-25 46.6658951533976 45.0172853338873 43.321072321428 -1.80760769895642
2014-06-26 46.3686710380698 44.92060642797 43.4305177079391 -1.83024215388623
2014-06-27 46.4172370087237 44.9259318117001 42.8773871167409 -1.81452382606922
2014-06-30 46.5018903210741 44.7666117390584 43.1084319180568 -1.79817670226622
2014-07-01 46.8298076163093 45.0681359382022 43.5655558007716 -1.7503929857025
2014-07-02 46.8717047726898 45.0327422545804 43.5484288816214 -1.73215966256145
2014-07-03 47.4304997865351 45.3497299889192 43.4932653724076 -1.70826786715291
2014-07-07 46.8471169782348 45.472266791715 43.6160840407997 -1.74599185391374
2014-07-08 46.2162488864041 45.1581749618396 43.4692478286977 -1.77239870751963
2014-07-09 46.3842762477164 45.3324784993236 43.5237633639037 -1.73844705656157
2014-07-10 45.6793030217757 45.0945002125445 43.2630154249998 -1.79691923604086
2014-07-11 45.7133998811496 45.1545432909849 43.1888319981441 -1.77931464601249
2014-07-14 46.2651473765368 45.5121036685127 43.6586315143926 -1.727758593646
2014-07-15 45.9643764072624 45.4993886887711 43.8597835982901 -1.7573091128153
2014-07-16 46.6257898936164 45.749809972531 43.7955762600767 -1.71455519827971
2014-07-17 46.1273883062412 45.5029810346002 43.9000719717028 -1.88179820625272
2014-07-18 45.9672582222516 45.9014137706535 43.6201018937515 -1.75353658839259
2014-07-21 45.4566551046962 45.7815165916096 43.6901181086693 -1.79251810425209
2014-07-22 46.034934692155 45.9372738706571 44.0596358504308 -1.75668037970262
2014-07-23 46.1258735036901 45.9635846334171 44.0398579100175 -1.77176991153364
2014-07-24 46.3174033614299 46.0686004530858 44.0384252559889 -1.75982398239271
2014-07-25 45.6077979882444 45.736294117231 44.4568117083994 -1.81263756385787
2014-07-28 45.3910153018212 45.9150208975306 44.6821243655598 -1.80132036782962
2014-07-29 45.6532927941814 45.7108516537604 44.9306810192066 -1.79943423136489
2014-07-30 45.3697803912227 45.6488222943559 44.9689596097181 -1.82835589167488
2014-07-31 44.4892196523006 44.8850155025296 44.8172300465693 -1.98302430026759
2014-08-01 43.5556870891889 44.7188695632495 44.3656173969921 -2.07544787921169
2014-08-04 43.2911373953665 44.7909025423519 44.1913854718971 -1.98365290763365
2014-08-05 43.4594972761575 44.4460546524881 43.7923658882594 -2.1244892506207
2014-08-06 43.1771671562713 44.5599324416025 43.3902560802865 -2.13203398509956
2014-08-07 42.7464836031433 44.4693399005396 43.7986718759972 -2.17667397322656
2014-08-08 42.6062675972909 44.9468374963412 42.5554384702757 -2.08802260433861
2014-08-11 43.4169350855487 44.856248605165 43.5153519047987 -2.00251496388738
2014-08-12 42.8907221379844 44.8942843479331 43.6198422761488 -1.98994030163377
2014-08-13 43.5027198853615 45.2396380377248 43.8120076823419 -1.87928321092869
2014-08-14 43.6267164382198 45.400686159822 44.0479006146691 -1.81578116654796
2014-08-15 43.0001064098116 45.2562752909629 44.0040711430702 -1.81578116654796
2014-08-18 43.722389002407 45.6246208303195 43.974580209265 -1.74787799037847
2014-08-19 44.143046241772 45.9087727798191 44.3493084335541 -1.72901605987136
2014-08-20 44.0498352287747 46.204986489284 44.3885870549577 -1.74221939236434
2014-08-21 44.461080388266 46.5296523131643 44.6887266986666 -1.74850672349115
2014-08-22 44.166170038744 46.5406527536381 44.4115748483073 -1.74159078499828
2014-08-25 44.9747084905614 46.8218694319822 44.639448759471 -1.72272872874456
2014-08-26 45.3436316142397 47.0600158034107 44.4667791875886 -1.7371895274629
2014-08-27 45.2564243812876 47.119984489635 44.5706349020342 -1.74976425258982
2014-08-28 44.7496960073369 47.056688409504 44.4041262182373 -1.77742850954776
2014-08-29 44.7856863687174 47.0622794614314 44.344894500726 -1.76736884261818
2014-09-02 44.9599530445085 47.1954932107148 45.0595765514089 -1.77805730553375
2014-09-03 45.5249458037597 47.2503215274525 44.9881369392258 -1.7573091128153
2014-09-04 45.9873108545067 47.1723381251807 44.7089369053675 -1.76108144861807
2014-09-05 46.0949447940781 47.5769111144999 44.9121235708811 -1.72587245718127
2014-09-08 46.1470160496058 47.9744079656779 45.4101235309333 -1.72964479298404
2014-09-09 45.9231858494538 47.7414593178859 45.4739834432049 -1.77491357709704
2014-09-10 45.8733867953883 48.0550354429422 45.3654110265634 -1.76485384729415
2014-09-11 45.8313464692568 47.8881478233074 45.4624731769854 -1.76045271550539
2014-09-12 45.6414699634568 47.7301998978939 45.4323248504826 -1.79943423136489
2014-09-15 45.6816675879207 47.7051309161537 45.1025846370665 -1.84596048170325
2014-09-16 45.5553988336003 48.0542879492266 45.108837429401 -1.75290785527991
2014-09-17 45.6905116186112 48.1129218325938 45.0797497177845 -1.7371895274629
2014-09-18 46.3366524100681 48.4152454802558 45.4725918667395 -1.71015412936426
2014-09-19 46.3419957762472 48.7095937386221 45.8899990502152 -1.71204026582899
2014-09-22 46.1068646098478 48.6002262579658 45.5952148573791 -1.77051244530828
2014-09-23 45.3761674863565 48.2132740975458 45.5952148573791 -1.83778688836509
2014-09-24 45.6927330197343 48.58483935986 45.5065549750321 -1.77868603864643
2014-09-25 44.9740942614013 47.9656156720386 46.1940465198808 -1.90631879764726
2014-09-26 44.8820655314766 48.7356385085428 45.9351897602524 -1.84658921481593
2014-09-29 44.562188683315 48.8653466146479 46.3036785722482 -1.93712665729529
2014-09-30 44.8052171317661 48.7804358969113 45.848268484745 -1.96038984533778
2014-10-01 44.3688623086134 48.2279432673998 45.6750800335981 -2.00502983346479
2014-10-02 43.4875857398532 48.3626952375075 44.5747897071072 -1.98428164074633
2014-10-03 43.4875857398532 48.8432359732922 44.9939235949386 -1.86230754263294
2014-10-06 43.5529900082944 49.3029528266644 45.5326500803025 -1.89122920294293
2014-10-07 42.9698889191338 48.365356370745 45.2421863871423 -2.02892175461996
2014-10-08 42.5401059299386 48.8451711989235 44.7461082563087 -1.85790628509755
2014-10-09 42.5859286349921 47.7576380789491 44.4329550901031 -2.02514929307056
2014-10-10 41.5634431270348 47.1927981108446 43.8345814049719 -2.25400808321295
2014-10-13 41.6751457897592 46.9178150301457 44.2794061886976 -2.48726825663735
2014-10-14 41.7355853914769 46.7381004198045 43.2258834747254 -2.44765800766517
2014-10-15 40.5378864543605 46.1901991551276 43.6673412679507 -2.47783719707383
2014-10-16 40.5896713798446 46.0982938787334 42.7846393273802 -2.53568076918706
2014-10-17 41.8540954131342 46.4666839455589 42.146595664878 -2.42565247446797
2014-10-20 41.2274392047492 46.6708110055514 43.6096613089025 -2.23828975539594
2014-10-21 42.0276093103766 47.2460368886893 42.6206931973912 -2.07419066447958
2014-10-22 42.2791030853336 46.7875856378886 43.8632829622477 -2.23326001624112
2014-10-23 42.785923823967 47.705643657345 43.8472365300989 -2.1049984612543
2014-10-24 42.5044942727428 48.2452029460395 44.2178533483706 -2.08550760901458
