time value.Minimum.Variance value.Maximum.Sharpe value.Fixed.Weights value.Fixed.Weights.Leveraged value.Black.Litterman value.Equal.Risk value.Min.Variance.Robust value.Maximum.Sharpe.Robust value.Mean.Variance.Max.Allocation value.Mean.Variance..Equity.Fund value.msci
2015-07-16 102.839715498812 104.611492701659 104.217521975987 104.385784364742 104.501452445418 102.931305820382 104.165507186469 104.493138384308 101.245410047662 102.72453110149 104.913116732887
2015-07-17 103.075987130459 104.907930188401 104.521282467784 104.697135758326 104.765634316538 103.139166273596 104.53135303268 104.795713713772 101.329072283998 102.907583876164 105.332444802092
2015-07-20 103.543411026255 105.633104459039 104.99275868514 105.173704072995 105.328386141236 103.572482757099 105.132481776253 105.455185251173 101.525777358411 103.337853195275 105.316099180204
2015-07-21 102.960294116944 104.651557691562 104.73340886559 104.918043159287 104.774291305774 103.156429286432 104.566261179719 104.664681210501 101.295724366206 102.8348333616 104.38754212141
2015-07-22 102.447723739907 103.889767227524 103.728655613776 103.9086731207 103.864504933807 102.443527833442 103.672214950003 103.839101044334 101.011701786545 102.213785927468 104.127898204496
2015-07-23 101.897219483144 103.073378102443 103.357887388661 103.528295657344 103.358020088361 102.056029202292 103.02986276094 103.13529360722 100.823726964779 101.802788021556 103.078635014837
2015-07-24 101.020821263392 101.714214234074 102.044600513968 102.184276174421 102.019031506765 101.015341338236 101.709516226868 101.789066713631 100.421220632159 100.922625153838 102.188427299703
2015-07-27 100.187498834471 100.329186541699 100.565834170813 100.661445539061 100.509500409429 99.8426065674317 100.393565359531 100.387166332599 100.001885580472 100.005663799585 100.247070361615
2015-07-28 100.529002930168 100.918686967675 100.92871516186 101.073494480555 100.986964459999 100.208118100789 100.813371237014 100.914182580839 100.093798541544 100.206769734429 101.611929789267
2015-07-29 100.804019252551 101.356254743517 101.104256050435 101.262443587579 101.260496481309 100.41598443854 101.116194533549 101.283463666827 100.180534193008 100.39655797596 102.456244027561
2015-07-30 100.989278014492 101.625408984054 101.664779358514 101.831754318321 101.714368285319 100.774590997592 101.531061086195 101.628285924342 100.301029305117 100.660180436131 103.409948196952
2015-07-31 101.347321297307 102.162842063647 102.250635019975 102.4231939523 102.277842752583 101.21425409704 102.10100768662 102.178828881504 100.479139135559 101.049802135266 102.58889503596
2015-08-03 101.133813007704 101.947292345486 102.281344871955 102.463192858 102.288608545383 101.214234364177 101.883534428183 102.019173538774 100.439208702642 100.962585483566 103.040285671176
2015-08-04 101.083827867542 101.886572283636 102.225188913685 102.404723557337 102.239862394899 101.175027771221 101.808917078083 101.958596291938 100.4242915711 100.930071120191 103.017653271639
2015-08-05 101.409159765786 102.464972221494 103.002680532599 103.192274032431 102.99586688412 101.75961529519 102.395318032821 102.582800456467 100.63958585972 101.40101726065 104.1385857265
2015-08-06 101.364630249789 102.350169582222 103.032182344914 103.200870071917 102.950035693434 101.73000517387 102.392794633555 102.508057946416 100.65193231745 101.428131112982 103.101896092139
2015-08-07 100.976725339198 101.726349673686 102.492744272087 102.662992564024 102.36489961006 101.27839688593 101.837564777568 101.907852243801 100.451081398531 100.988997658875 102.539229492531
2015-08-10 101.533453919995 102.60711579318 103.230079563045 103.428192881585 103.167013159865 101.898070165814 102.62472550848 102.749960132437 100.683324982673 101.497010687475 103.282955288437
2015-08-11 100.511720679983 100.924919906321 101.656880583699 101.817381077087 101.489529694175 100.604110317486 101.111766344272 101.103462542733 100.185076613454 100.4074904306 101.66976814364
2015-08-12 99.7004571940967 99.5571375447995 99.6580295262453 99.8029629396681 99.6320581366293 99.1596179059161 99.5880666549997 99.582080902712 99.643288819842 99.2227525885736 99.9660514006941
2015-08-13 99.4751449765466 99.2787678695481 99.7570163062179 99.9102483070425 99.6413379292397 99.1669142303422 99.4121368653065 99.396151297157 99.6006027901056 99.1295143542145 100.465850223809
2015-08-14 99.5088995243515 99.3197044068531 99.6085742949631 99.7618102493636 99.5507490384716 99.094453918047 99.3787968842804 99.3892229414161 99.5841547165559 99.0936613499472 100.756928028969
2015-08-17 99.7772612378281 99.658859129922 99.9673879965218 100.130519739602 99.8621675624531 99.3430905365215 99.7994112117124 99.738098123795 99.6799672381643 99.3033236009695 101.390006538249
2015-08-18 99.7176037817111 99.5619706997956 99.8067532642795 99.9622498657914 99.7198583156246 99.2318305834841 99.6795668474501 99.6252298291135 99.648902257412 99.2355186029615 101.473620680984
2015-08-19 99.0594510594252 98.4798987140032 98.4814316784824 98.6151598998618 98.4341185799001 98.2337986803641 98.5639693549178 98.4856641586827 99.2763239001995 98.4208531592678 100.224437962078
2015-08-20 97.7854968858274 96.4722178790169 96.8111050113881 96.8808245449554 96.6167878736164 96.8293508368859 96.7669069860405 96.5682938283523 98.7496429197779 97.2691810882159 97.2960569330584
2015-08-21 95.418740735626 92.905919902782 93.3965269734595 93.3248384394193 93.1827144308569 94.1543381836359 93.2122671941181 93.0372597457082 97.80006180263 95.1926615889536 93.6761303626213
2015-08-24 92.1933087628913 88.0115485289999 88.5942889241299 88.347253295176 88.3731913333835 90.409147558966 88.3168614195931 88.1637799079136 96.4474015073403 92.2346416702035 88.1513101644621
2015-08-25 91.7251435422886 87.7391997792767 88.2129189106045 87.8829932638455 88.2813664136406 90.2988022854054 87.5451770045847 87.834458811624 96.5014765456697 92.3530553099692 89.105014333853
2015-08-26 93.220975100998 89.7461928212504 90.0546211388467 89.8288704727593 90.0182341915227 91.6716845630169 89.7641107234237 89.8175075354257 96.9659728076084 93.3690306033184 90.9923049841573
2015-08-27 94.8665344460132 92.3210167131728 92.3646596890328 92.1357109611289 92.4497849648262 93.5553298254928 92.1626991943389 92.3207439626247 97.797227226164 95.1870795677477 94.4745511240759
2015-08-28 95.5966996709614 93.2825334946431 93.8682311532355 93.6058072749993 93.6814231409498 94.5350373361309 93.5262983817972 93.431472000543 98.2425983252467 96.161229507091 94.8555298496203
2015-08-31 95.5781566777469 93.2672768375363 93.3843168986183 93.0816156335504 93.3632814196678 94.279289801008 93.2869545925184 93.2951685742682 98.228086889627 96.1296494677336 94.2708595282402
2015-09-01 93.7286508196386 90.5006289896517 90.4746352403954 90.0015358425806 90.5382584863578 94.2792614892923 90.3912173796668 90.4876665501509 97.5462680714738 94.6387162480812 91.2726952673138
2015-09-02 94.3362030991097 91.411751347428 90.9841856467438 90.6387194333948 91.172805477646 94.7729789008905 91.140703443027 91.2970263108507 97.5913195995414 94.7373961196377 92.3559070562792
2015-09-03 94.7837219417141 92.2293388975397 92.0194110723268 91.6878488932991 92.2099647494338 95.6201428076139 91.9217386413474 92.1617663093122 97.8877473673131 95.3858177208347 93.8917668359906
2015-09-04 93.9222866586876 90.8254049969505 90.3885776892748 89.9691584161977 90.607065853272 94.3210902917385 90.5025456967845 90.7052349157585 97.5108367239177 94.5617014263512 92.1585022380929
2015-09-08 95.2692778495093 92.9759309989307 91.5927422689236 91.2790676630303 92.1815588517019 95.5551606772832 92.1371682398009 92.6072457335772 97.9292032187811 95.4768036597959 93.3825378464015
2015-09-09 95.0164009468894 92.4466583112817 93.3466507288079 93.0240425843582 93.0830561531793 96.3532602277544 92.7794339021503 92.6728265695912 98.1071710961338 95.8661714321974 93.595659608711
2015-09-10 94.9199702386503 92.3298265097403 92.1995568806456 91.8946441176804 92.301510865515 95.690564948602 92.1679782983693 92.289765211434 97.8838610451594 95.3779779885893 92.9782980435548
2015-09-11 94.847116988849 92.1836352287442 91.7865530949626 91.5007637467545 91.9588663114088 95.4041048421887 91.9370058266869 92.0774177943112 97.7613660098392 95.1102691419671 92.5369662525776
2015-09-14 94.1378837765056 91.2194418474572 90.5677330873502 90.2723042918792 90.895028462208 94.5476298111192 90.7353940164003 91.040005754614 97.423058790911 94.3705945942688 92.1063219836041
2015-09-15 94.8524654891132 92.2853925452044 91.3877685000124 91.1955426072496 91.7823585718129 95.2493291427538 91.7188451622746 92.0447009540674 97.5809967538236 94.7161630953499 93.0355077201629
2015-09-16 95.4278468687712 93.1210744772984 92.2276131960262 92.0949716086625 92.5951979768474 95.8993442671147 92.6020126640198 92.8843893468167 97.7662835860162 95.1215463131711 93.9917266006136
2015-09-17 95.4431088143168 93.1094374339305 92.6145606018372 92.4893873945221 92.827517844121 96.098241086906 92.8052636473719 92.9772663602886 97.8096275537418 95.2165107101554 93.7647739274757
2015-09-18 93.9988407126228 90.8545713376202 90.2330258543887 89.9886329981628 90.4634148947165 94.1941278151479 90.5386056165709 90.6928263365113 97.2145381923731 93.9152674018934 92.0139063521601
2015-09-21 94.4282166477493 91.5039675378912 90.6199104055249 90.4388288277026 90.9345443170352 94.562293898248 91.0778245602807 91.2754084584855 97.2933345784127 94.0877683933739 93.4089423125283
2015-09-22 93.6279359627942 90.0795123679395 89.3087937152212 89.0686970127822 89.4714619626817 93.3816287153188 89.9069053689147 89.8930706529533 96.908771818004 93.2469410163679 92.3005834129659
2015-09-23 93.9135123093292 90.525248739317 89.6041174755818 89.3866403288888 89.8224970802179 93.6583320334992 90.2762540689391 90.2996699504721 97.0006225860992 93.4479957103071 91.9692702308505
2015-09-24 93.5184317538662 89.8425789919814 88.7571018771734 88.5079075820381 88.9865617259988 92.9774018359983 89.5988411357388 89.5799540541164 96.7891457546261 92.9856995018388 90.2724689433184
2015-09-25 93.9580789029663 90.6279594205711 89.9230321209594 89.6596814673512 90.0879011590464 93.8808592380276 90.4414229616896 90.4555862194709 97.1416081219099 93.7567024104842 91.622240104612
2015-09-28 92.865432099389 88.9375046983493 88.2463475777108 87.9042243994002 88.3961459350923 92.5227452243563 88.7757269215598 88.7698591113461 96.6970666248736 92.7847152749697 89.3508273399386
2015-09-29 92.7377131571559 88.8222566406328 87.1119190002028 86.7592884792614 87.6516665434355 91.8928188675571 88.1206916334563 88.3879923742964 96.523299893058 92.4048930470325 88.7133480863049
2015-09-30 93.0021698887666 89.350567186749 87.7035342287544 87.4029418596181 88.2921668780207 92.415619779634 88.5522675382177 88.9244705781441 96.639430140686 92.6590499221168 90.9772167177991
2015-10-01 92.8117106534525 88.9702801756576 87.2776794192376 86.9847931283084 87.8311237289995 92.4155828898036 88.2416117845377 88.5383043466411 96.4860371408507 92.3237929972983 90.9872755620379
2015-10-02 92.8668347964911 89.080500746335 87.4011071429349 87.1585877036788 87.9647502729254 92.5263722888141 88.3316507641931 88.6502289224779 96.449274285399 92.2436025068353 91.5009052959815
2015-10-05 93.196365555354 89.7388004331903 88.1382874293353 87.9534402027734 88.7628436912525 93.1882553277693 88.8694145568096 89.3187058934448 96.6050388603774 92.5844650581614 93.7616305386511
2015-10-06 93.3071746022249 89.9602462170781 88.3862679003095 88.1942494886762 89.0313147632675 93.4108803291714 89.0503132067411 89.5435752193803 96.6983106611224 92.788660413138 93.5315344766886
2015-10-07 93.3922053122702 90.1302048075079 88.5765917374175 88.4067722079645 89.2373650396366 93.5817347881197 89.1891520638791 89.7161613621189 96.7271700566321 92.8519904770331 94.4613488910124
2015-10-08 93.4206884293537 90.1872261183063 88.6404456128858 88.5103526524783 89.3064951543264 93.6390287248726 89.2357326668586 89.7740642198662 96.6870153569612 92.7644011047064 94.6977317306242
2015-10-09 93.5509995870648 90.4476317995159 88.9320543413837 88.8045546264268 89.6221994823373 93.900825457832 89.4484575846162 90.0384957614171 96.7797158560474 92.9673611918468 94.631720565307
2015-10-12 93.5801872494501 90.5060630482548 88.9974871002626 88.9195362754552 89.693038943413 93.9595362340922 89.4961899632829 90.0978303546832 96.7249436921291 92.847809186862 94.5166725343258
2015-10-13 93.4705450164272 90.2872086945241 88.7524085769325 88.6344860139713 89.4277096066803 93.7394354242836 89.317408247838 89.8755925223007 96.7050459476443 92.8045250247583 93.7566011165317
2015-10-14 93.3231717885499 89.99299404728 88.4229397312846 88.2870433354746 89.0710167838982 93.4435595913309 89.0770648484645 89.5768293295922 96.6232217250405 92.6258121150647 92.792209425137
2015-10-15 93.5106791586777 90.3676462315375 88.8424845222153 88.7659970384506 89.5252285181406 93.820228985888 89.3831175225601 89.957273620087 96.6708249767402 92.7301618975223 94.4783231906654
2015-10-16 93.5605165028809 90.4673266792747 88.9541091553097 88.8871482571809 89.6460766832901 93.9204142521012 89.4645462953443 90.0584951231478 96.6930713757819 92.7790533595394 94.9963536689634
2015-10-19 93.6358513475206 90.6179416444566 89.1227715219886 89.1087852199477 89.8286756041364 94.0718117697274 89.5875833809123 90.2114385890457 96.6672827007142 92.7229097026906 95.3528139616758
2015-10-20 93.6148357905171 90.5761127527696 89.0759304935492 89.0370624666231 89.7779641062914 94.0297072136976 89.5534134369131 90.1689630245389 96.6899396873141 92.772708508287 94.9441734144747
2015-10-21 93.7286322917871 90.8035446180021 89.3306143266065 89.2446300480515 90.0536924385152 94.2583452352946 89.7392021055871 90.3999109763726 96.8469859208274 93.11640691643 94.5807976663481
2015-10-22 94.0482681020197 91.4421003015838 90.0456847893528 90.0341840353335 90.8278491007132 94.9003696098212 90.2608370585674 91.0483387026466 96.9694794406258 93.384541027952 97.1715787356033
2015-10-23 94.4292229943071 92.2031508495285 90.8979280337315 90.8857346626545 91.7505131175085 95.6655561108222 90.8825378389379 91.8211550584816 97.2533676906374 94.005671465239 99.3046823919932
2015-10-26 94.4376982435264 92.2202542966148 90.9170808971967 90.8808845484174 91.7712485801296 95.6826987792238 90.8965096131247 91.8385229241051 97.2965540808094 94.1004184005088 99.0664135190867
2015-10-27 94.3001512972449 91.9457124197748 90.6096421068722 90.5862022276523 91.4384061538968 95.4065893986708 90.6722368633884 91.5597366419632 97.1746355163608 93.8341021106674 98.5446109741991
2015-10-28 94.4760764653288 92.2972726156525 91.0033279175433 91.0028777494704 91.8646221829765 95.76002685574 90.9594257350274 91.9167319429568 97.2697455945068 94.0424165385188 99.4448775335714
2015-10-29 94.4367921542429 92.2189966541466 90.9156725580263 90.9055005944189 91.769723870037 95.6812617837573 90.8954822473262 91.8372458385399 97.255444981085 94.0114623733238 99.9572499119851
2015-10-30 94.4987838360786 92.3429997085103 91.0545342481587 91.0348525252412 91.9200596874713 95.8058889283231 90.9967801123293 91.9631659746525 97.3160310226174 94.1442799276359 99.1317960066388
